"National Healthcare Safety Network (NHSN) Hospital Respiratory Data (downloaded on "Mar-06-2025)
Influenza Division - Centers for Disease Control and Prevention.
Week,Season,Measure,Region,RegionDescription,Measure_Value
202225,2021-22,Influenza Hospitalization (Avg 7 Day),8,HHS Region,9.14
202225,2021-22,Average patients with influenza in ICU,8,HHS Region,0.14
202225,2021-22,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.58
202225,2021-22,Influenza Hospital Admissions,9,HHS Region,298
202225,2021-22,Influenza Hospitalization (Avg 7 Day),9,HHS Region,213
202225,2021-22,Average patients with influenza in ICU,9,HHS Region,21.71
202225,2021-22,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.53
202225,2021-22,Influenza Hospital Admissions,10,HHS Region,76
202225,2021-22,Influenza Hospitalization (Avg 7 Day),10,HHS Region,54
202225,2021-22,Average patients with influenza in ICU,10,HHS Region,5.71
202226,2021-22,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.12
202226,2021-22,Influenza Hospital Admissions,1,HHS Region,18
202226,2021-22,Influenza Hospitalization (Avg 7 Day),1,HHS Region,18.86
202226,2021-22,Average patients with influenza in ICU,1,HHS Region,1.57
202226,2021-22,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.25
202226,2021-22,Influenza Hospital Admissions,2,HHS Region,80
202226,2021-22,Influenza Hospitalization (Avg 7 Day),2,HHS Region,71.14
202226,2021-22,Average patients with influenza in ICU,2,HHS Region,9
202140,2021-22,Influenza Hospital Admissions,6,HHS Region,39
202140,2021-22,Influenza Hospitalization (Avg 7 Day),6,HHS Region,23.29
202140,2021-22,Average patients with influenza in ICU,6,HHS Region,7.86
202140,2021-22,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.03
202140,2021-22,Influenza Hospital Admissions,7,HHS Region,4
202140,2021-22,Influenza Hospitalization (Avg 7 Day),7,HHS Region,2.43
202140,2021-22,Average patients with influenza in ICU,7,HHS Region,0.43
202140,2021-22,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.05
202140,2021-22,Influenza Hospital Admissions,8,HHS Region,6
202140,2021-22,Influenza Hospitalization (Avg 7 Day),8,HHS Region,3
202140,2021-22,Average patients with influenza in ICU,8,HHS Region,0.14
202140,2021-22,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.04
202140,2021-22,Influenza Hospital Admissions,9,HHS Region,22
202140,2021-22,Influenza Hospitalization (Avg 7 Day),9,HHS Region,14.43
202140,2021-22,Average patients with influenza in ICU,9,HHS Region,2
202140,2021-22,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.03
202140,2021-22,Influenza Hospital Admissions,10,HHS Region,4
202140,2021-22,Influenza Hospitalization (Avg 7 Day),10,HHS Region,1.14
202140,2021-22,Average patients with influenza in ICU,10,HHS Region,0
202141,2021-22,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.02
202141,2021-22,Influenza Hospital Admissions,1,HHS Region,3
202141,2021-22,Influenza Hospitalization (Avg 7 Day),1,HHS Region,2.29
202141,2021-22,Average patients with influenza in ICU,1,HHS Region,0.57
202141,2021-22,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.07
202141,2021-22,Influenza Hospital Admissions,2,HHS Region,21
202141,2021-22,Influenza Hospitalization (Avg 7 Day),2,HHS Region,87.14
202141,2021-22,Average patients with influenza in ICU,2,HHS Region,4.71
202141,2021-22,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.11
202141,2021-22,Influenza Hospital Admissions,3,HHS Region,34
202141,2021-22,Influenza Hospitalization (Avg 7 Day),3,HHS Region,36.71
202141,2021-22,Average patients with influenza in ICU,3,HHS Region,7.57
202141,2021-22,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.1
202141,2021-22,Influenza Hospital Admissions,4,HHS Region,66
202141,2021-22,Influenza Hospitalization (Avg 7 Day),4,HHS Region,49.71
202141,2021-22,Average patients with influenza in ICU,4,HHS Region,10.43
202141,2021-22,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.04
202141,2021-22,Influenza Hospital Admissions,5,HHS Region,22
202141,2021-22,Influenza Hospitalization (Avg 7 Day),5,HHS Region,21.14
202141,2021-22,Average patients with influenza in ICU,5,HHS Region,5.57
202141,2021-22,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.1
202141,2021-22,Influenza Hospital Admissions,6,HHS Region,42
202141,2021-22,Influenza Hospitalization (Avg 7 Day),6,HHS Region,23.71
202141,2021-22,Average patients with influenza in ICU,6,HHS Region,7.86
202141,2021-22,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.08
202141,2021-22,Influenza Hospital Admissions,7,HHS Region,11
202141,2021-22,Influenza Hospitalization (Avg 7 Day),7,HHS Region,5.14
202141,2021-22,Average patients with influenza in ICU,7,HHS Region,0
202141,2021-22,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.02
202141,2021-22,Influenza Hospital Admissions,8,HHS Region,2
202141,2021-22,Influenza Hospitalization (Avg 7 Day),8,HHS Region,2.29
202141,2021-22,Average patients with influenza in ICU,8,HHS Region,0.43
202141,2021-22,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.04
202141,2021-22,Influenza Hospital Admissions,9,HHS Region,23
202141,2021-22,Influenza Hospitalization (Avg 7 Day),9,HHS Region,16.71
202141,2021-22,Average patients with influenza in ICU,9,HHS Region,0.71
202141,2021-22,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.01
202141,2021-22,Influenza Hospital Admissions,10,HHS Region,1
202141,2021-22,Influenza Hospitalization (Avg 7 Day),10,HHS Region,0.29
202141,2021-22,Average patients with influenza in ICU,10,HHS Region,0
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.01
202142,2021-22,Influenza Hospital Admissions,1,HHS Region,1
202142,2021-22,Influenza Hospitalization (Avg 7 Day),1,HHS Region,2.43
202142,2021-22,Average patients with influenza in ICU,1,HHS Region,0.71
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.13
202142,2021-22,Influenza Hospital Admissions,2,HHS Region,41
202142,2021-22,Influenza Hospitalization (Avg 7 Day),2,HHS Region,91.71
202142,2021-22,Average patients with influenza in ICU,2,HHS Region,6.29
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.14
202142,2021-22,Influenza Hospital Admissions,3,HHS Region,44
202142,2021-22,Influenza Hospitalization (Avg 7 Day),3,HHS Region,34.14
202142,2021-22,Average patients with influenza in ICU,3,HHS Region,6.43
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.15
202142,2021-22,Influenza Hospital Admissions,4,HHS Region,100
202142,2021-22,Influenza Hospitalization (Avg 7 Day),4,HHS Region,55.29
202142,2021-22,Average patients with influenza in ICU,4,HHS Region,16.43
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.06
202142,2021-22,Influenza Hospital Admissions,5,HHS Region,31
202142,2021-22,Influenza Hospitalization (Avg 7 Day),5,HHS Region,20.43
202142,2021-22,Average patients with influenza in ICU,5,HHS Region,4.57
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.07
202142,2021-22,Influenza Hospital Admissions,6,HHS Region,30
202142,2021-22,Influenza Hospitalization (Avg 7 Day),6,HHS Region,23.43
202142,2021-22,Average patients with influenza in ICU,6,HHS Region,7.43
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.05
202142,2021-22,Influenza Hospital Admissions,7,HHS Region,7
202142,2021-22,Influenza Hospitalization (Avg 7 Day),7,HHS Region,4.57
202142,2021-22,Average patients with influenza in ICU,7,HHS Region,0
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.02
202142,2021-22,Influenza Hospital Admissions,8,HHS Region,3
202142,2021-22,Influenza Hospitalization (Avg 7 Day),8,HHS Region,3.43
202142,2021-22,Average patients with influenza in ICU,8,HHS Region,0
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.03
202142,2021-22,Influenza Hospital Admissions,9,HHS Region,15
202142,2021-22,Influenza Hospitalization (Avg 7 Day),9,HHS Region,18.57
202142,2021-22,Average patients with influenza in ICU,9,HHS Region,1.14
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.01
202142,2021-22,Influenza Hospital Admissions,10,HHS Region,2
202142,2021-22,Influenza Hospitalization (Avg 7 Day),10,HHS Region,1.71
202142,2021-22,Average patients with influenza in ICU,10,HHS Region,0
202143,2021-22,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.01
202143,2021-22,Influenza Hospital Admissions,1,HHS Region,1
202143,2021-22,Influenza Hospitalization (Avg 7 Day),1,HHS Region,1.43
202143,2021-22,Average patients with influenza in ICU,1,HHS Region,0
202143,2021-22,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.09
202143,2021-22,Influenza Hospital Admissions,2,HHS Region,27
202143,2021-22,Influenza Hospitalization (Avg 7 Day),2,HHS Region,86
202143,2021-22,Average patients with influenza in ICU,2,HHS Region,4.71
202143,2021-22,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.11
202143,2021-22,Influenza Hospital Admissions,3,HHS Region,35
202143,2021-22,Influenza Hospitalization (Avg 7 Day),3,HHS Region,33.43
202143,2021-22,Average patients with influenza in ICU,3,HHS Region,9.71
202143,2021-22,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.16
202143,2021-22,Influenza Hospital Admissions,4,HHS Region,110
202143,2021-22,Influenza Hospitalization (Avg 7 Day),4,HHS Region,63
202150,2021-22,Influenza Hospitalization (Avg 7 Day),7,HHS Region,37.86
202150,2021-22,Average patients with influenza in ICU,7,HHS Region,8
202150,2021-22,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.38
202150,2021-22,Influenza Hospital Admissions,8,HHS Region,46
202150,2021-22,Influenza Hospitalization (Avg 7 Day),8,HHS Region,26
202150,2021-22,Average patients with influenza in ICU,8,HHS Region,0.57
202150,2021-22,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.19
202150,2021-22,Influenza Hospital Admissions,9,HHS Region,98
202150,2021-22,Influenza Hospitalization (Avg 7 Day),9,HHS Region,76.43
202150,2021-22,Average patients with influenza in ICU,9,HHS Region,4.43
202150,2021-22,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.08
202150,2021-22,Influenza Hospital Admissions,10,HHS Region,11
202150,2021-22,Influenza Hospitalization (Avg 7 Day),10,HHS Region,4.14
202150,2021-22,Average patients with influenza in ICU,10,HHS Region,0.29
202151,2021-22,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.38
202151,2021-22,Influenza Hospital Admissions,1,HHS Region,57
202151,2021-22,Influenza Hospitalization (Avg 7 Day),1,HHS Region,36
202151,2021-22,Average patients with influenza in ICU,1,HHS Region,1.71
202151,2021-22,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.41
202151,2021-22,Influenza Hospital Admissions,2,HHS Region,131
202151,2021-22,Influenza Hospitalization (Avg 7 Day),2,HHS Region,178
202151,2021-22,Average patients with influenza in ICU,2,HHS Region,15
202151,2021-22,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.55
202151,2021-22,Influenza Hospital Admissions,3,HHS Region,170
202151,2021-22,Influenza Hospitalization (Avg 7 Day),3,HHS Region,120.57
202151,2021-22,Average patients with influenza in ICU,3,HHS Region,18.29
202151,2021-22,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.54
202151,2021-22,Influenza Hospital Admissions,4,HHS Region,359
202151,2021-22,Influenza Hospitalization (Avg 7 Day),4,HHS Region,206.29
202151,2021-22,Average patients with influenza in ICU,4,HHS Region,33.43
202151,2021-22,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.75
202151,2021-22,Influenza Hospital Admissions,5,HHS Region,393
202151,2021-22,Influenza Hospitalization (Avg 7 Day),5,HHS Region,241.86
202151,2021-22,Average patients with influenza in ICU,5,HHS Region,21
202151,2021-22,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.4
202151,2021-22,Influenza Hospital Admissions,6,HHS Region,169
202151,2021-22,Influenza Hospitalization (Avg 7 Day),6,HHS Region,88.43
202151,2021-22,Average patients with influenza in ICU,6,HHS Region,15.43
202151,2021-22,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.87
202151,2021-22,Influenza Hospital Admissions,7,HHS Region,123
202151,2021-22,Influenza Hospitalization (Avg 7 Day),7,HHS Region,57
202151,2021-22,Average patients with influenza in ICU,7,HHS Region,10.86
202151,2021-22,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.71
202151,2021-22,Influenza Hospital Admissions,8,HHS Region,87
202151,2021-22,Influenza Hospitalization (Avg 7 Day),8,HHS Region,46.86
202151,2021-22,Average patients with influenza in ICU,8,HHS Region,2.14
202151,2021-22,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.32
202151,2021-22,Influenza Hospital Admissions,9,HHS Region,162
202151,2021-22,Influenza Hospitalization (Avg 7 Day),9,HHS Region,83.43
202151,2021-22,Average patients with influenza in ICU,9,HHS Region,4.86
202151,2021-22,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.13
202151,2021-22,Influenza Hospital Admissions,10,HHS Region,18
202151,2021-22,Influenza Hospitalization (Avg 7 Day),10,HHS Region,7
202151,2021-22,Average patients with influenza in ICU,10,HHS Region,1
202152,2021-22,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.6
202143,2021-22,Average patients with influenza in ICU,4,HHS Region,19.14
202152,2021-22,Influenza Hospital Admissions,1,HHS Region,89
202207,2021-22,Influenza Hospital Admissions,4,HHS Region,214
202216,2021-22,Influenza Hospital Admissions,1,HHS Region,294
202226,2021-22,Influenza Hospital Admissions,3,HHS Region,89
202237,2021-22,Influenza Hospital Admissions,9,HHS Region,34
202141,2021-22,Influenza Hospitalization (Avg 7 Day),9,HHS Region,16.71
202150,2021-22,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.37
202150,2021-22,Influenza Hospital Admissions,4,HHS Region,246
202150,2021-22,Influenza Hospitalization (Avg 7 Day),4,HHS Region,174.14
202150,2021-22,Average patients with influenza in ICU,4,HHS Region,35.71
202150,2021-22,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.49
202150,2021-22,Influenza Hospital Admissions,5,HHS Region,255
202150,2021-22,Influenza Hospitalization (Avg 7 Day),5,HHS Region,171.86
202150,2021-22,Average patients with influenza in ICU,5,HHS Region,17.14
202150,2021-22,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.33
202150,2021-22,Influenza Hospital Admissions,6,HHS Region,142
202150,2021-22,Influenza Hospitalization (Avg 7 Day),6,HHS Region,81.57
202150,2021-22,Average patients with influenza in ICU,6,HHS Region,11.71
202150,2021-22,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.46
202150,2021-22,Influenza Hospital Admissions,7,HHS Region,65
202150,2021-22,Influenza Hospitalization (Avg 7 Day),7,HHS Region,37.86
202150,2021-22,Average patients with influenza in ICU,7,HHS Region,8
202150,2021-22,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.38
202150,2021-22,Influenza Hospital Admissions,8,HHS Region,46
202150,2021-22,Influenza Hospitalization (Avg 7 Day),8,HHS Region,26
202150,2021-22,Average patients with influenza in ICU,8,HHS Region,0.57
202150,2021-22,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.19
202150,2021-22,Influenza Hospital Admissions,9,HHS Region,98
202150,2021-22,Influenza Hospitalization (Avg 7 Day),9,HHS Region,76.43
202150,2021-22,Average patients with influenza in ICU,9,HHS Region,4.43
202150,2021-22,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.08
202150,2021-22,Influenza Hospital Admissions,10,HHS Region,11
202150,2021-22,Influenza Hospitalization (Avg 7 Day),10,HHS Region,4.14
202150,2021-22,Average patients with influenza in ICU,10,HHS Region,0.29
202143,2021-22,Influenza Hospital Admissions,2,HHS Region,27
202152,2021-22,Average patients with influenza in ICU,6,HHS Region,23.29
202152,2021-22,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,1.47
202152,2021-22,Influenza Hospital Admissions,7,HHS Region,208
202152,2021-22,Influenza Hospitalization (Avg 7 Day),7,HHS Region,101.57
202152,2021-22,Average patients with influenza in ICU,7,HHS Region,13
202152,2021-22,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,1.43
202152,2021-22,Influenza Hospital Admissions,8,HHS Region,175
202152,2021-22,Influenza Hospitalization (Avg 7 Day),8,HHS Region,104.86
202152,2021-22,Average patients with influenza in ICU,8,HHS Region,2.14
202152,2021-22,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.46
202152,2021-22,Influenza Hospital Admissions,9,HHS Region,237
202152,2021-22,Influenza Hospitalization (Avg 7 Day),9,HHS Region,136.86
202152,2021-22,Average patients with influenza in ICU,9,HHS Region,8.57
202152,2021-22,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.15
202152,2021-22,Influenza Hospital Admissions,10,HHS Region,22
202152,2021-22,Influenza Hospitalization (Avg 7 Day),10,HHS Region,18
202152,2021-22,Average patients with influenza in ICU,10,HHS Region,0.29
202201,2021-22,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.42
202201,2021-22,Influenza Hospital Admissions,1,HHS Region,63
202201,2021-22,Influenza Hospitalization (Avg 7 Day),1,HHS Region,48.14
202201,2021-22,Average patients with influenza in ICU,1,HHS Region,3.71
202201,2021-22,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.34
202201,2021-22,Influenza Hospital Admissions,2,HHS Region,106
202201,2021-22,Influenza Hospitalization (Avg 7 Day),2,HHS Region,184
202201,2021-22,Average patients with influenza in ICU,2,HHS Region,24.14
202201,2021-22,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.53
202201,2021-22,Influenza Hospital Admissions,3,HHS Region,162
202201,2021-22,Influenza Hospitalization (Avg 7 Day),3,HHS Region,146.29
202201,2021-22,Average patients with influenza in ICU,3,HHS Region,21.14
202201,2021-22,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.65
202201,2021-22,Influenza Hospital Admissions,4,HHS Region,436
202201,2021-22,Influenza Hospitalization (Avg 7 Day),4,HHS Region,288.29
202201,2021-22,Average patients with influenza in ICU,4,HHS Region,39.86
202201,2021-22,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.76
202201,2021-22,Influenza Hospital Admissions,5,HHS Region,398
202201,2021-22,Influenza Hospitalization (Avg 7 Day),5,HHS Region,352.29
202201,2021-22,Average patients with influenza in ICU,5,HHS Region,45.43
202201,2021-22,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.6
202201,2021-22,Influenza Hospital Admissions,6,HHS Region,258
202201,2021-22,Influenza Hospitalization (Avg 7 Day),6,HHS Region,126
202201,2021-22,Average patients with influenza in ICU,6,HHS Region,13.86
202201,2021-22,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,1.22
202201,2021-22,Influenza Hospital Admissions,7,HHS Region,172
202201,2021-22,Influenza Hospitalization (Avg 7 Day),7,HHS Region,113.71
202201,2021-22,Average patients with influenza in ICU,7,HHS Region,20.71
202201,2021-22,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,1.02
202201,2021-22,Influenza Hospital Admissions,8,HHS Region,125
202201,2021-22,Influenza Hospitalization (Avg 7 Day),8,HHS Region,105.43
202201,2021-22,Average patients with influenza in ICU,8,HHS Region,7
202201,2021-22,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.32
202201,2021-22,Influenza Hospital Admissions,9,HHS Region,164
202201,2021-22,Influenza Hospitalization (Avg 7 Day),9,HHS Region,118
202201,2021-22,Average patients with influenza in ICU,9,HHS Region,9
202201,2021-22,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.08
202201,2021-22,Influenza Hospital Admissions,10,HHS Region,12
202201,2021-22,Influenza Hospitalization (Avg 7 Day),10,HHS Region,18.71
202141,2021-22,Average patients with influenza in ICU,9,HHS Region,0.71
202141,2021-22,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.01
202141,2021-22,Influenza Hospital Admissions,10,HHS Region,1
202141,2021-22,Influenza Hospitalization (Avg 7 Day),10,HHS Region,0.29
202141,2021-22,Average patients with influenza in ICU,10,HHS Region,0
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.01
202142,2021-22,Influenza Hospital Admissions,1,HHS Region,1
202142,2021-22,Influenza Hospitalization (Avg 7 Day),1,HHS Region,2.43
202142,2021-22,Average patients with influenza in ICU,1,HHS Region,0.71
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.13
202142,2021-22,Influenza Hospital Admissions,2,HHS Region,41
202142,2021-22,Influenza Hospitalization (Avg 7 Day),2,HHS Region,91.71
202142,2021-22,Average patients with influenza in ICU,2,HHS Region,6.29
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.14
202142,2021-22,Influenza Hospital Admissions,3,HHS Region,44
202142,2021-22,Influenza Hospitalization (Avg 7 Day),3,HHS Region,34.14
202142,2021-22,Average patients with influenza in ICU,3,HHS Region,6.43
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.15
202142,2021-22,Influenza Hospital Admissions,4,HHS Region,100
202142,2021-22,Influenza Hospitalization (Avg 7 Day),4,HHS Region,55.29
202142,2021-22,Average patients with influenza in ICU,4,HHS Region,16.43
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.06
202142,2021-22,Influenza Hospital Admissions,5,HHS Region,31
202142,2021-22,Influenza Hospitalization (Avg 7 Day),5,HHS Region,20.43
202142,2021-22,Average patients with influenza in ICU,5,HHS Region,4.57
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.07
202142,2021-22,Influenza Hospital Admissions,6,HHS Region,30
202142,2021-22,Influenza Hospitalization (Avg 7 Day),6,HHS Region,23.43
202142,2021-22,Average patients with influenza in ICU,6,HHS Region,7.43
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.05
202142,2021-22,Influenza Hospital Admissions,7,HHS Region,7
202142,2021-22,Influenza Hospitalization (Avg 7 Day),7,HHS Region,4.57
202142,2021-22,Average patients with influenza in ICU,7,HHS Region,0
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.02
202142,2021-22,Influenza Hospital Admissions,8,HHS Region,3
202142,2021-22,Influenza Hospitalization (Avg 7 Day),8,HHS Region,3.43
202142,2021-22,Average patients with influenza in ICU,8,HHS Region,0
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.03
202142,2021-22,Influenza Hospital Admissions,9,HHS Region,15
202142,2021-22,Influenza Hospitalization (Avg 7 Day),9,HHS Region,18.57
202142,2021-22,Average patients with influenza in ICU,9,HHS Region,1.14
202142,2021-22,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.01
202142,2021-22,Influenza Hospital Admissions,10,HHS Region,2
202142,2021-22,Influenza Hospitalization (Avg 7 Day),10,HHS Region,1.71
202142,2021-22,Average patients with influenza in ICU,10,HHS Region,0
202143,2021-22,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.01
202143,2021-22,Influenza Hospital Admissions,1,HHS Region,1
202143,2021-22,Influenza Hospitalization (Avg 7 Day),1,HHS Region,1.43
202143,2021-22,Average patients with influenza in ICU,1,HHS Region,0
202143,2021-22,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.09
202152,2021-22,Influenza Hospitalization (Avg 7 Day),1,HHS Region,46.14
202152,2021-22,Average patients with influenza in ICU,1,HHS Region,2.43
202152,2021-22,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.48
202152,2021-22,Influenza Hospital Admissions,2,HHS Region,153
202152,2021-22,Influenza Hospitalization (Avg 7 Day),2,HHS Region,169.14
202152,2021-22,Average patients with influenza in ICU,2,HHS Region,14.86
202152,2021-22,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.65
202152,2021-22,Influenza Hospital Admissions,3,HHS Region,200
202152,2021-22,Influenza Hospitalization (Avg 7 Day),3,HHS Region,131.43
202152,2021-22,Average patients with influenza in ICU,3,HHS Region,16.71
202152,2021-22,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.83
202152,2021-22,Influenza Hospital Admissions,4,HHS Region,555
202152,2021-22,Influenza Hospitalization (Avg 7 Day),4,HHS Region,304.29
202152,2021-22,Average patients with influenza in ICU,4,HHS Region,42
202152,2021-22,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,1.19
202152,2021-22,Influenza Hospital Admissions,5,HHS Region,623
202152,2021-22,Influenza Hospitalization (Avg 7 Day),5,HHS Region,373
202152,2021-22,Average patients with influenza in ICU,5,HHS Region,37.71
202152,2021-22,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.74
202152,2021-22,Influenza Hospital Admissions,6,HHS Region,318
202152,2021-22,Influenza Hospitalization (Avg 7 Day),6,HHS Region,146.57
202152,2021-22,Average patients with influenza in ICU,6,HHS Region,23.29
202152,2021-22,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,1.47
202152,2021-22,Influenza Hospital Admissions,7,HHS Region,208
202152,2021-22,Influenza Hospitalization (Avg 7 Day),7,HHS Region,101.57
202152,2021-22,Average patients with influenza in ICU,7,HHS Region,13
202152,2021-22,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,1.43
202152,2021-22,Influenza Hospital Admissions,8,HHS Region,175
202152,2021-22,Influenza Hospitalization (Avg 7 Day),8,HHS Region,104.86
202152,2021-22,Average patients with influenza in ICU,8,HHS Region,2.14
202152,2021-22,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.46
202152,2021-22,Influenza Hospital Admissions,9,HHS Region,237
202152,2021-22,Influenza Hospitalization (Avg 7 Day),9,HHS Region,136.86
202152,2021-22,Average patients with influenza in ICU,9,HHS Region,8.57
202152,2021-22,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.15
202152,2021-22,Influenza Hospital Admissions,10,HHS Region,22
202152,2021-22,Influenza Hospitalization (Avg 7 Day),10,HHS Region,18
202152,2021-22,Average patients with influenza in ICU,10,HHS Region,0.29
202201,2021-22,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.42
202201,2021-22,Influenza Hospital Admissions,1,HHS Region,63
202201,2021-22,Influenza Hospitalization (Avg 7 Day),1,HHS Region,48.14
202201,2021-22,Average patients with influenza in ICU,1,HHS Region,3.71
202201,2021-22,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.34
202201,2021-22,Influenza Hospital Admissions,2,HHS Region,106
202201,2021-22,Influenza Hospitalization (Avg 7 Day),2,HHS Region,184
202201,2021-22,Average patients with influenza in ICU,2,HHS Region,24.14
202201,2021-22,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.53
202201,2021-22,Influenza Hospital Admissions,3,HHS Region,162
202201,2021-22,Influenza Hospitalization (Avg 7 Day),3,HHS Region,146.29
202201,2021-22,Average patients with influenza in ICU,3,HHS Region,21.14
202201,2021-22,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.65
202201,2021-22,Influenza Hospital Admissions,4,HHS Region,436
202201,2021-22,Influenza Hospitalization (Avg 7 Day),4,HHS Region,288.29
202201,2021-22,Average patients with influenza in ICU,4,HHS Region,39.86
202201,2021-22,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.76
202201,2021-22,Influenza Hospital Admissions,5,HHS Region,398
202201,2021-22,Influenza Hospitalization (Avg 7 Day),5,HHS Region,352.29
