"National Healthcare Safety Network (NHSN) Hospital Respiratory Data (downloaded on "Mar-06-2025)
Influenza Division - Centers for Disease Control and Prevention.
Week,Season,Measure,Region,RegionDescription,Measure_Value
202249,2022-23,Influenza Hospital Admissions,3,HHS Region,2185
202249,2022-23,Influenza Hospitalization (Avg 7 Day),3,HHS Region,1678.14
202249,2022-23,Average patients with influenza in ICU,3,HHS Region,238.14
202249,2022-23,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,4.59
202249,2022-23,Influenza Hospital Admissions,4,HHS Region,3071
202249,2022-23,Influenza Hospitalization (Avg 7 Day),4,HHS Region,2679.29
202249,2022-23,Average patients with influenza in ICU,4,HHS Region,419.29
202306,2022-23,Influenza Hospital Admissions,2,HHS Region,194
202306,2022-23,Influenza Hospitalization (Avg 7 Day),2,HHS Region,188.29
202306,2022-23,Average patients with influenza in ICU,2,HHS Region,25.14
202306,2022-23,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.99
202306,2022-23,Influenza Hospital Admissions,3,HHS Region,306
202306,2022-23,Influenza Hospitalization (Avg 7 Day),3,HHS Region,182.86
202306,2022-23,Average patients with influenza in ICU,3,HHS Region,28.43
202306,2022-23,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.88
202306,2022-23,Influenza Hospital Admissions,4,HHS Region,591
202306,2022-23,Influenza Hospitalization (Avg 7 Day),4,HHS Region,559.43
202306,2022-23,Average patients with influenza in ICU,4,HHS Region,136.29
202306,2022-23,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.39
202306,2022-23,Influenza Hospital Admissions,5,HHS Region,207
202306,2022-23,Influenza Hospitalization (Avg 7 Day),5,HHS Region,196.57
202306,2022-23,Average patients with influenza in ICU,5,HHS Region,31
202306,2022-23,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.97
202306,2022-23,Influenza Hospital Admissions,6,HHS Region,415
202306,2022-23,Influenza Hospitalization (Avg 7 Day),6,HHS Region,243.14
202306,2022-23,Average patients with influenza in ICU,6,HHS Region,38.57
202306,2022-23,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.47
202306,2022-23,Influenza Hospital Admissions,7,HHS Region,67
202306,2022-23,Influenza Hospitalization (Avg 7 Day),7,HHS Region,62.43
202306,2022-23,Average patients with influenza in ICU,7,HHS Region,10.14
202306,2022-23,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.51
202306,2022-23,Influenza Hospital Admissions,8,HHS Region,63
202306,2022-23,Influenza Hospitalization (Avg 7 Day),8,HHS Region,53.29
202306,2022-23,Average patients with influenza in ICU,8,HHS Region,11.43
202306,2022-23,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.33
202306,2022-23,Influenza Hospital Admissions,9,HHS Region,171
202306,2022-23,Influenza Hospitalization (Avg 7 Day),9,HHS Region,233.57
202306,2022-23,Average patients with influenza in ICU,9,HHS Region,35.43
202306,2022-23,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.41
202306,2022-23,Influenza Hospital Admissions,10,HHS Region,59
202306,2022-23,Influenza Hospitalization (Avg 7 Day),10,HHS Region,79.43
202306,2022-23,Average patients with influenza in ICU,10,HHS Region,8
202307,2022-23,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.44
202307,2022-23,Influenza Hospital Admissions,1,HHS Region,65
202307,2022-23,Influenza Hospitalization (Avg 7 Day),1,HHS Region,79
202307,2022-23,Average patients with influenza in ICU,1,HHS Region,10.71
202307,2022-23,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.55
202307,2022-23,Influenza Hospital Admissions,2,HHS Region,175
202307,2022-23,Influenza Hospitalization (Avg 7 Day),2,HHS Region,164.57
202307,2022-23,Average patients with influenza in ICU,2,HHS Region,26
202307,2022-23,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.94
202307,2022-23,Influenza Hospital Admissions,3,HHS Region,289
202307,2022-23,Influenza Hospitalization (Avg 7 Day),3,HHS Region,153.71
202307,2022-23,Average patients with influenza in ICU,3,HHS Region,22.29
202307,2022-23,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.79
202307,2022-23,Influenza Hospital Admissions,4,HHS Region,527
202307,2022-23,Influenza Hospitalization (Avg 7 Day),4,HHS Region,501.71
202307,2022-23,Average patients with influenza in ICU,4,HHS Region,126.14
202307,2022-23,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.36
202307,2022-23,Influenza Hospital Admissions,5,HHS Region,189
202307,2022-23,Influenza Hospitalization (Avg 7 Day),5,HHS Region,175.71
202307,2022-23,Average patients with influenza in ICU,5,HHS Region,29.86
202307,2022-23,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.81
202307,2022-23,Influenza Hospital Admissions,6,HHS Region,345
202307,2022-23,Influenza Hospitalization (Avg 7 Day),6,HHS Region,217.29
202307,2022-23,Average patients with influenza in ICU,6,HHS Region,33.71
202317,2022-23,Influenza Hospital Admissions,9,HHS Region,71
202317,2022-23,Influenza Hospitalization (Avg 7 Day),9,HHS Region,70.43
202317,2022-23,Average patients with influenza in ICU,9,HHS Region,13.14
202317,2022-23,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.18
202317,2022-23,Influenza Hospital Admissions,10,HHS Region,26
202317,2022-23,Influenza Hospitalization (Avg 7 Day),10,HHS Region,21.14
202317,2022-23,Average patients with influenza in ICU,10,HHS Region,0.71
202318,2022-23,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.15
202318,2022-23,Influenza Hospital Admissions,1,HHS Region,22
202318,2022-23,Influenza Hospitalization (Avg 7 Day),1,HHS Region,16.43
202318,2022-23,Average patients with influenza in ICU,1,HHS Region,2.43
202318,2022-23,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.36
202318,2022-23,Influenza Hospital Admissions,2,HHS Region,114
202318,2022-23,Influenza Hospitalization (Avg 7 Day),2,HHS Region,73.71
202318,2022-23,Average patients with influenza in ICU,2,HHS Region,11.86
202318,2022-23,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.38
202318,2022-23,Influenza Hospital Admissions,3,HHS Region,118
202318,2022-23,Influenza Hospitalization (Avg 7 Day),3,HHS Region,78
202318,2022-23,Average patients with influenza in ICU,3,HHS Region,16
202318,2022-23,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.37
202318,2022-23,Influenza Hospital Admissions,4,HHS Region,250
202318,2022-23,Influenza Hospitalization (Avg 7 Day),4,HHS Region,279.43
202318,2022-23,Average patients with influenza in ICU,4,HHS Region,95.57
202318,2022-23,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.2
202318,2022-23,Influenza Hospital Admissions,5,HHS Region,105
202318,2022-23,Influenza Hospitalization (Avg 7 Day),5,HHS Region,66.43
202318,2022-23,Average patients with influenza in ICU,5,HHS Region,8.71
202318,2022-23,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.33
202318,2022-23,Influenza Hospital Admissions,6,HHS Region,139
202318,2022-23,Influenza Hospitalization (Avg 7 Day),6,HHS Region,81.86
202318,2022-23,Average patients with influenza in ICU,6,HHS Region,10.86
202318,2022-23,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.25
202318,2022-23,Influenza Hospital Admissions,7,HHS Region,36
202318,2022-23,Influenza Hospitalization (Avg 7 Day),7,HHS Region,27
202318,2022-23,Average patients with influenza in ICU,7,HHS Region,4.71
202318,2022-23,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.22
202318,2022-23,Influenza Hospital Admissions,8,HHS Region,27
202318,2022-23,Influenza Hospitalization (Avg 7 Day),8,HHS Region,19.71
202318,2022-23,Average patients with influenza in ICU,8,HHS Region,1.57
202318,2022-23,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.12
202318,2022-23,Influenza Hospital Admissions,9,HHS Region,64
202318,2022-23,Influenza Hospitalization (Avg 7 Day),9,HHS Region,62
202318,2022-23,Average patients with influenza in ICU,9,HHS Region,10.14
202318,2022-23,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.15
202318,2022-23,Influenza Hospital Admissions,10,HHS Region,22
202318,2022-23,Influenza Hospitalization (Avg 7 Day),10,HHS Region,22.57
202318,2022-23,Average patients with influenza in ICU,10,HHS Region,0.14
202319,2022-23,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.16
202319,2022-23,Influenza Hospital Admissions,1,HHS Region,24
202319,2022-23,Influenza Hospitalization (Avg 7 Day),1,HHS Region,18.57
202319,2022-23,Average patients with influenza in ICU,1,HHS Region,0.86
202319,2022-23,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.36
202319,2022-23,Influenza Hospital Admissions,2,HHS Region,114
202319,2022-23,Influenza Hospitalization (Avg 7 Day),2,HHS Region,79.14
202319,2022-23,Average patients with influenza in ICU,2,HHS Region,10.71
202329,2022-23,Influenza Hospital Admissions,5,HHS Region,33
202329,2022-23,Influenza Hospitalization (Avg 7 Day),5,HHS Region,36.86
202329,2022-23,Average patients with influenza in ICU,5,HHS Region,5.14
202329,2022-23,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.26
202329,2022-23,Influenza Hospital Admissions,6,HHS Region,113
202329,2022-23,Influenza Hospitalization (Avg 7 Day),6,HHS Region,95
202329,2022-23,Average patients with influenza in ICU,6,HHS Region,12.29
202329,2022-23,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.16
202329,2022-23,Influenza Hospital Admissions,7,HHS Region,23
202329,2022-23,Influenza Hospitalization (Avg 7 Day),7,HHS Region,11.71
202329,2022-23,Average patients with influenza in ICU,7,HHS Region,1
202329,2022-23,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.04
202329,2022-23,Influenza Hospital Admissions,8,HHS Region,5
202329,2022-23,Influenza Hospitalization (Avg 7 Day),8,HHS Region,9.57
202329,2022-23,Average patients with influenza in ICU,8,HHS Region,0.43
202329,2022-23,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.11
202329,2022-23,Influenza Hospital Admissions,9,HHS Region,54
202329,2022-23,Influenza Hospitalization (Avg 7 Day),9,HHS Region,64.14
202329,2022-23,Average patients with influenza in ICU,9,HHS Region,10.43
202329,2022-23,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.16
202329,2022-23,Influenza Hospital Admissions,10,HHS Region,23
202329,2022-23,Influenza Hospitalization (Avg 7 Day),10,HHS Region,20.14
202329,2022-23,Average patients with influenza in ICU,10,HHS Region,1.71
202330,2022-23,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.09
202330,2022-23,Influenza Hospital Admissions,1,HHS Region,13
202330,2022-23,Influenza Hospitalization (Avg 7 Day),1,HHS Region,12.86
202330,2022-23,Average patients with influenza in ICU,1,HHS Region,3.57
202330,2022-23,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.21
202330,2022-23,Influenza Hospital Admissions,2,HHS Region,65
202330,2022-23,Influenza Hospitalization (Avg 7 Day),2,HHS Region,52.43
202330,2022-23,Average patients with influenza in ICU,2,HHS Region,3.71
202330,2022-23,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.24
202330,2022-23,Influenza Hospital Admissions,3,HHS Region,73
202330,2022-23,Influenza Hospitalization (Avg 7 Day),3,HHS Region,51.29
202330,2022-23,Average patients with influenza in ICU,3,HHS Region,10.86
202330,2022-23,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.38
202330,2022-23,Influenza Hospital Admissions,4,HHS Region,251
202330,2022-23,Influenza Hospitalization (Avg 7 Day),4,HHS Region,242.57
202330,2022-23,Average patients with influenza in ICU,4,HHS Region,97.14
202330,2022-23,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.06
202330,2022-23,Influenza Hospital Admissions,5,HHS Region,32
202330,2022-23,Influenza Hospitalization (Avg 7 Day),5,HHS Region,47.14
202330,2022-23,Average patients with influenza in ICU,5,HHS Region,5.57
202330,2022-23,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.25
202330,2022-23,Influenza Hospital Admissions,6,HHS Region,108
202330,2022-23,Influenza Hospitalization (Avg 7 Day),6,HHS Region,104.14
202330,2022-23,Average patients with influenza in ICU,6,HHS Region,11.57
202330,2022-23,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.09
202330,2022-23,Influenza Hospital Admissions,7,HHS Region,13
202330,2022-23,Influenza Hospitalization (Avg 7 Day),7,HHS Region,11
202330,2022-23,Average patients with influenza in ICU,7,HHS Region,2.86
202330,2022-23,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.06
202330,2022-23,Influenza Hospital Admissions,8,HHS Region,7
202330,2022-23,Influenza Hospitalization (Avg 7 Day),8,HHS Region,4.71
202330,2022-23,Average patients with influenza in ICU,8,HHS Region,0
202330,2022-23,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.12
202330,2022-23,Influenza Hospital Admissions,9,HHS Region,62
202330,2022-23,Influenza Hospitalization (Avg 7 Day),9,HHS Region,56.29
202330,2022-23,Average patients with influenza in ICU,9,HHS Region,10.43
202249,2022-23,Influenza Hospital Admissions,5,HHS Region,4210
202307,2022-23,Influenza Hospital Admissions,7,HHS Region,60
202319,2022-23,Influenza Hospital Admissions,3,HHS Region,125
202330,2022-23,Influenza Hospital Admissions,10,HHS Region,23
202249,2022-23,Influenza Hospitalization (Avg 7 Day),5,HHS Region,2783.14
202249,2022-23,Average patients with influenza in ICU,5,HHS Region,421.14
202249,2022-23,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,8.4
202249,2022-23,Influenza Hospital Admissions,6,HHS Region,3590
202249,2022-23,Influenza Hospitalization (Avg 7 Day),6,HHS Region,1757.57
202249,2022-23,Average patients with influenza in ICU,6,HHS Region,328.14
202249,2022-23,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,10.17
202249,2022-23,Influenza Hospital Admissions,7,HHS Region,1438
202249,2022-23,Influenza Hospitalization (Avg 7 Day),7,HHS Region,921.57
202249,2022-23,Average patients with influenza in ICU,7,HHS Region,153.71
202249,2022-23,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,4.49
202249,2022-23,Influenza Hospital Admissions,8,HHS Region,551
202249,2022-23,Influenza Hospitalization (Avg 7 Day),8,HHS Region,408.71
202249,2022-23,Average patients with influenza in ICU,8,HHS Region,39.43
202249,2022-23,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,6.35
202249,2022-23,Influenza Hospital Admissions,9,HHS Region,3258
202249,2022-23,Influenza Hospitalization (Avg 7 Day),9,HHS Region,2437.71
202249,2022-23,Average patients with influenza in ICU,9,HHS Region,311.71
202249,2022-23,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,10.86
202249,2022-23,Influenza Hospital Admissions,10,HHS Region,1560
202249,2022-23,Influenza Hospitalization (Avg 7 Day),10,HHS Region,902.71
202249,2022-23,Average patients with influenza in ICU,10,HHS Region,102.71
202250,2022-23,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,9.5
202250,2022-23,Influenza Hospital Admissions,1,HHS Region,1411
202250,2022-23,Influenza Hospitalization (Avg 7 Day),1,HHS Region,974.71
202250,2022-23,Average patients with influenza in ICU,1,HHS Region,109
202250,2022-23,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,7.37
202250,2022-23,Influenza Hospital Admissions,2,HHS Region,2327
202250,2022-23,Influenza Hospitalization (Avg 7 Day),2,HHS Region,1559.71
202250,2022-23,Average patients with influenza in ICU,2,HHS Region,224.86
202250,2022-23,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,5.92
202250,2022-23,Influenza Hospital Admissions,3,HHS Region,1827
202250,2022-23,Influenza Hospitalization (Avg 7 Day),3,HHS Region,1425.57
202250,2022-23,Average patients with influenza in ICU,3,HHS Region,213.29
202250,2022-23,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,3.61
202250,2022-23,Influenza Hospital Admissions,4,HHS Region,2413
202250,2022-23,Influenza Hospitalization (Avg 7 Day),4,HHS Region,2015.43
202250,2022-23,Average patients with influenza in ICU,4,HHS Region,325.57
202250,2022-23,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,7.64
202250,2022-23,Influenza Hospital Admissions,5,HHS Region,4013
202250,2022-23,Influenza Hospitalization (Avg 7 Day),5,HHS Region,2861.43
202250,2022-23,Average patients with influenza in ICU,5,HHS Region,450.29
202250,2022-23,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,6.93
202250,2022-23,Influenza Hospital Admissions,6,HHS Region,2959
202250,2022-23,Influenza Hospitalization (Avg 7 Day),6,HHS Region,1508.57
202250,2022-23,Average patients with influenza in ICU,6,HHS Region,298
202250,2022-23,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,10.25
202250,2022-23,Influenza Hospital Admissions,7,HHS Region,1449
202250,2022-23,Influenza Hospitalization (Avg 7 Day),7,HHS Region,1006.43
202250,2022-23,Average patients with influenza in ICU,7,HHS Region,168.43
202250,2022-23,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,4.87
202250,2022-23,Influenza Hospital Admissions,8,HHS Region,597
202250,2022-23,Influenza Hospitalization (Avg 7 Day),8,HHS Region,423
202250,2022-23,Average patients with influenza in ICU,8,HHS Region,48.57
202250,2022-23,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,4.66
202250,2022-23,Influenza Hospital Admissions,9,HHS Region,2390
202250,2022-23,Influenza Hospitalization (Avg 7 Day),9,HHS Region,1957.29
202250,2022-23,Average patients with influenza in ICU,9,HHS Region,282.43
202250,2022-23,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,12.13
202307,2022-23,Influenza Hospitalization (Avg 7 Day),7,HHS Region,63
202307,2022-23,Average patients with influenza in ICU,7,HHS Region,10.14
202307,2022-23,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.44
202307,2022-23,Influenza Hospital Admissions,8,HHS Region,54
202307,2022-23,Influenza Hospitalization (Avg 7 Day),8,HHS Region,43.29
202307,2022-23,Average patients with influenza in ICU,8,HHS Region,4.29
202307,2022-23,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.25
202307,2022-23,Influenza Hospital Admissions,9,HHS Region,126
202307,2022-23,Influenza Hospitalization (Avg 7 Day),9,HHS Region,162
202307,2022-23,Average patients with influenza in ICU,9,HHS Region,25.14
202307,2022-23,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.31
202307,2022-23,Influenza Hospital Admissions,10,HHS Region,44
202307,2022-23,Influenza Hospitalization (Avg 7 Day),10,HHS Region,56.71
202307,2022-23,Average patients with influenza in ICU,10,HHS Region,4
202308,2022-23,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.3
202308,2022-23,Influenza Hospital Admissions,1,HHS Region,44
202308,2022-23,Influenza Hospitalization (Avg 7 Day),1,HHS Region,56.71
202308,2022-23,Average patients with influenza in ICU,1,HHS Region,7.86
202308,2022-23,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.4
202308,2022-23,Influenza Hospital Admissions,2,HHS Region,126
202308,2022-23,Influenza Hospitalization (Avg 7 Day),2,HHS Region,152.29
202308,2022-23,Average patients with influenza in ICU,2,HHS Region,18.71
202308,2022-23,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.88
202308,2022-23,Influenza Hospital Admissions,3,HHS Region,272
202308,2022-23,Influenza Hospitalization (Avg 7 Day),3,HHS Region,143.43
202308,2022-23,Average patients with influenza in ICU,3,HHS Region,24
202308,2022-23,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.68
202308,2022-23,Influenza Hospital Admissions,4,HHS Region,457
202308,2022-23,Influenza Hospitalization (Avg 7 Day),4,HHS Region,451.71
202308,2022-23,Average patients with influenza in ICU,4,HHS Region,127.57
202308,2022-23,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.31
202308,2022-23,Influenza Hospital Admissions,5,HHS Region,163
202308,2022-23,Influenza Hospitalization (Avg 7 Day),5,HHS Region,155.71
202308,2022-23,Average patients with influenza in ICU,5,HHS Region,22.57
202308,2022-23,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.71
202308,2022-23,Influenza Hospital Admissions,6,HHS Region,304
202308,2022-23,Influenza Hospitalization (Avg 7 Day),6,HHS Region,187.29
202308,2022-23,Average patients with influenza in ICU,6,HHS Region,27.86
202308,2022-23,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.45
202308,2022-23,Influenza Hospital Admissions,7,HHS Region,63
202308,2022-23,Influenza Hospitalization (Avg 7 Day),7,HHS Region,52.86
202308,2022-23,Average patients with influenza in ICU,7,HHS Region,8.14
202308,2022-23,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.26
202308,2022-23,Influenza Hospital Admissions,8,HHS Region,32
202308,2022-23,Influenza Hospitalization (Avg 7 Day),8,HHS Region,36.43
202308,2022-23,Average patients with influenza in ICU,8,HHS Region,5.86
202308,2022-23,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.25
202308,2022-23,Influenza Hospital Admissions,9,HHS Region,127
202308,2022-23,Influenza Hospitalization (Avg 7 Day),9,HHS Region,150
202308,2022-23,Average patients with influenza in ICU,9,HHS Region,20.71
202308,2022-23,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.33
202308,2022-23,Influenza Hospital Admissions,10,HHS Region,48
202308,2022-23,Influenza Hospitalization (Avg 7 Day),10,HHS Region,54.43
202308,2022-23,Average patients with influenza in ICU,10,HHS Region,4.14
202309,2022-23,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.22
202319,2022-23,Influenza Hospitalization (Avg 7 Day),3,HHS Region,69.57
202319,2022-23,Average patients with influenza in ICU,3,HHS Region,8.57
202319,2022-23,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.43
202319,2022-23,Influenza Hospital Admissions,4,HHS Region,288
202319,2022-23,Influenza Hospitalization (Avg 7 Day),4,HHS Region,287.14
202319,2022-23,Average patients with influenza in ICU,4,HHS Region,92.86
202319,2022-23,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.19
202319,2022-23,Influenza Hospital Admissions,5,HHS Region,100
202319,2022-23,Influenza Hospitalization (Avg 7 Day),5,HHS Region,82.57
202319,2022-23,Average patients with influenza in ICU,5,HHS Region,10.29
202319,2022-23,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.34
202319,2022-23,Influenza Hospital Admissions,6,HHS Region,146
202319,2022-23,Influenza Hospitalization (Avg 7 Day),6,HHS Region,82.43
202319,2022-23,Average patients with influenza in ICU,6,HHS Region,10
202319,2022-23,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.23
202319,2022-23,Influenza Hospital Admissions,7,HHS Region,32
202319,2022-23,Influenza Hospitalization (Avg 7 Day),7,HHS Region,26.14
202319,2022-23,Average patients with influenza in ICU,7,HHS Region,2.14
202319,2022-23,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.19
202319,2022-23,Influenza Hospital Admissions,8,HHS Region,23
202319,2022-23,Influenza Hospitalization (Avg 7 Day),8,HHS Region,23
202319,2022-23,Average patients with influenza in ICU,8,HHS Region,0.71
202319,2022-23,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.19
202319,2022-23,Influenza Hospital Admissions,9,HHS Region,95
202319,2022-23,Influenza Hospitalization (Avg 7 Day),9,HHS Region,60
202319,2022-23,Average patients with influenza in ICU,9,HHS Region,10
202319,2022-23,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.13
202319,2022-23,Influenza Hospital Admissions,10,HHS Region,19
202319,2022-23,Influenza Hospitalization (Avg 7 Day),10,HHS Region,20.14
202319,2022-23,Average patients with influenza in ICU,10,HHS Region,0.71
202320,2022-23,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.2
202320,2022-23,Influenza Hospital Admissions,1,HHS Region,29
202320,2022-23,Influenza Hospitalization (Avg 7 Day),1,HHS Region,16.29
202320,2022-23,Average patients with influenza in ICU,1,HHS Region,0.43
202320,2022-23,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.37
202320,2022-23,Influenza Hospital Admissions,2,HHS Region,117
202320,2022-23,Influenza Hospitalization (Avg 7 Day),2,HHS Region,73.86
202320,2022-23,Average patients with influenza in ICU,2,HHS Region,6.43
202320,2022-23,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.34
202320,2022-23,Influenza Hospital Admissions,3,HHS Region,105
202320,2022-23,Influenza Hospitalization (Avg 7 Day),3,HHS Region,66.29
202320,2022-23,Average patients with influenza in ICU,3,HHS Region,6.57
202320,2022-23,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.39
202320,2022-23,Influenza Hospital Admissions,4,HHS Region,260
202320,2022-23,Influenza Hospitalization (Avg 7 Day),4,HHS Region,277.43
202320,2022-23,Average patients with influenza in ICU,4,HHS Region,91.43
202320,2022-23,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.15
202320,2022-23,Influenza Hospital Admissions,5,HHS Region,78
202320,2022-23,Influenza Hospitalization (Avg 7 Day),5,HHS Region,75.14
202320,2022-23,Average patients with influenza in ICU,5,HHS Region,11.29
202320,2022-23,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.35
202320,2022-23,Influenza Hospital Admissions,6,HHS Region,150
202320,2022-23,Influenza Hospitalization (Avg 7 Day),6,HHS Region,81.43
202320,2022-23,Average patients with influenza in ICU,6,HHS Region,12.71
202320,2022-23,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.22
202320,2022-23,Influenza Hospital Admissions,7,HHS Region,31
202320,2022-23,Influenza Hospitalization (Avg 7 Day),7,HHS Region,25.86
202320,2022-23,Average patients with influenza in ICU,7,HHS Region,3.43
202320,2022-23,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.18
202330,2022-23,Influenza Hospitalization (Avg 7 Day),10,HHS Region,16.57
202330,2022-23,Average patients with influenza in ICU,10,HHS Region,0.57
202331,2022-23,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.09
202331,2022-23,Influenza Hospital Admissions,1,HHS Region,13
202331,2022-23,Influenza Hospitalization (Avg 7 Day),1,HHS Region,12.43
202331,2022-23,Average patients with influenza in ICU,1,HHS Region,5
202331,2022-23,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.23
202331,2022-23,Influenza Hospital Admissions,2,HHS Region,73
202331,2022-23,Influenza Hospitalization (Avg 7 Day),2,HHS Region,49.29
202331,2022-23,Average patients with influenza in ICU,2,HHS Region,7.14
202331,2022-23,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.29
202331,2022-23,Influenza Hospital Admissions,3,HHS Region,90
202331,2022-23,Influenza Hospitalization (Avg 7 Day),3,HHS Region,47
202331,2022-23,Average patients with influenza in ICU,3,HHS Region,8
202331,2022-23,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.34
202331,2022-23,Influenza Hospital Admissions,4,HHS Region,228
202331,2022-23,Influenza Hospitalization (Avg 7 Day),4,HHS Region,252
202331,2022-23,Average patients with influenza in ICU,4,HHS Region,94.29
202331,2022-23,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.07
202331,2022-23,Influenza Hospital Admissions,5,HHS Region,35
202331,2022-23,Influenza Hospitalization (Avg 7 Day),5,HHS Region,58
202331,2022-23,Average patients with influenza in ICU,5,HHS Region,5.57
202331,2022-23,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.29
202331,2022-23,Influenza Hospital Admissions,6,HHS Region,125
202331,2022-23,Influenza Hospitalization (Avg 7 Day),6,HHS Region,102.43
202331,2022-23,Average patients with influenza in ICU,6,HHS Region,10.71
202331,2022-23,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.05
202331,2022-23,Influenza Hospital Admissions,7,HHS Region,7
