COVID-19_Season,Week_ID,Current_Season_Week_Ending_Label,MMWR_Week_Order,MMWR_Year,MMWR_Week,MMWR_Day,Setting,Doses,Cumulative_Doses,Location_and_Flu_Season_Order,Current_Through,Age_Group
2024-2025,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,1,2024,35,7,Physician Medical Office,1502,1502,39,01/25/2025 12:00:00 AM,50-64
2024-2025,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,1,2024,35,7,Physician Medical Office,1880,1880,39,01/25/2025 12:00:00 AM,60-74
2024-2025,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,1,2024,35,7,Physician Medical Office,2642,2642,39,01/25/2025 12:00:00 AM,65+
2024-2025,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,1,2024,35,7,Physician Medical Office,1363,1363,39,01/25/2025 12:00:00 AM,75+
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2,2024,36,7,Physician Medical Office,29234,34809,39,01/25/2025 12:00:00 AM,18+
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2,2024,36,7,Physician Medical Office,6522,7953,39,01/25/2025 12:00:00 AM,18-49
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2,2024,36,7,Physician Medical Office,13865,16798,39,01/25/2025 12:00:00 AM,18-64
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2,2024,36,7,Physician Medical Office,7342,8844,39,01/25/2025 12:00:00 AM,50-64
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2,2024,36,7,Physician Medical Office,11007,12887,39,01/25/2025 12:00:00 AM,60-74
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2,2024,36,7,Physician Medical Office,15369,18011,39,01/25/2025 12:00:00 AM,65+
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2,2024,36,7,Physician Medical Office,7724,9087,39,01/25/2025 12:00:00 AM,75+
2024-2025,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,3,2024,37,7,Physician Medical Office,88217,123026,39,01/25/2025 12:00:00 AM,18+
2024-2025,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,3,2024,37,7,Physician Medical Office,23757,31710,39,01/25/2025 12:00:00 AM,18-49
2024-2025,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,3,2024,37,7,Physician Medical Office,47212,64010,39,01/25/2025 12:00:00 AM,18-64
2024-2025,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,3,2024,37,7,Physician Medical Office,23455,32299,39,01/25/2025 12:00:00 AM,50-64
2024-2025,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,3,2024,37,7,Physician Medical Office,30952,43839,39,01/25/2025 12:00:00 AM,60-74
2024-2025,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,3,2024,37,7,Physician Medical Office,41005,59016,39,01/25/2025 12:00:00 AM,65+
2024-2025,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,3,2024,37,7,Physician Medical Office,20332,29419,39,01/25/2025 12:00:00 AM,75+
2024-2025,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,4,2024,38,7,Physician Medical Office,155461,278487,39,01/25/2025 12:00:00 AM,18+
2024-2025,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,4,2024,38,7,Physician Medical Office,42850,74560,39,01/25/2025 12:00:00 AM,18-49
2024-2025,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,4,2024,38,7,Physician Medical Office,82729,146739,39,01/25/2025 12:00:00 AM,18-64
2024-2025,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,4,2024,38,7,Physician Medical Office,39878,72177,39,01/25/2025 12:00:00 AM,50-64
2024-2025,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,4,2024,38,7,Physician Medical Office,53163,97002,39,01/25/2025 12:00:00 AM,60-74
2024-2025,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,4,2024,38,7,Physician Medical Office,72733,131749,39,01/25/2025 12:00:00 AM,65+
2024-2025,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,4,2024,38,7,Physician Medical Office,37063,66482,39,01/25/2025 12:00:00 AM,75+
2024-2025,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,5,2024,39,7,Physician Medical Office,209115,487602,39,01/25/2025 12:00:00 AM,18+
2024-2025,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,5,2024,39,7,Physician Medical Office,56265,130825,39,01/25/2025 12:00:00 AM,18-49
2024-2025,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,5,2024,39,7,Physician Medical Office,107861,254600,39,01/25/2025 12:00:00 AM,18-64
2024-2025,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,5,2024,39,7,Physician Medical Office,51596,123773,39,01/25/2025 12:00:00 AM,50-64
2024-2025,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,5,2024,39,7,Physician Medical Office,71873,168875,39,01/25/2025 12:00:00 AM,60-74
2024-2025,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,5,2024,39,7,Physician Medical Office,101254,233003,39,01/25/2025 12:00:00 AM,65+
2024-2025,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,5,2024,39,7,Physician Medical Office,52162,118644,39,01/25/2025 12:00:00 AM,75+
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6,2024,40,7,Physician Medical Office,265819,753421,39,01/25/2025 12:00:00 AM,18+
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6,2024,40,7,Physician Medical Office,72891,203716,39,01/25/2025 12:00:00 AM,18-49
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6,2024,40,7,Physician Medical Office,136071,390671,39,01/25/2025 12:00:00 AM,18-64
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6,2024,40,7,Physician Medical Office,63180,186953,39,01/25/2025 12:00:00 AM,50-64
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6,2024,40,7,Physician Medical Office,86266,255141,39,01/25/2025 12:00:00 AM,60-74
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6,2024,40,7,Physician Medical Office,129748,362751,39,01/25/2025 12:00:00 AM,65+
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6,2024,40,7,Physician Medical Office,71217,189861,39,01/25/2025 12:00:00 AM,75+
2024-2025,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,7,2024,41,7,Physician Medical Office,278911,1032332,39,01/25/2025 12:00:00 AM,18+
2024-2025,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,7,2024,41,7,Physician Medical Office,78268,281984,39,01/25/2025 12:00:00 AM,18-49
2024-2025,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,7,2024,41,7,Physician Medical Office,144737,535408,39,01/25/2025 12:00:00 AM,18-64
2024-2025,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,7,2024,41,7,Physician Medical Office,66468,253421,39,01/25/2025 12:00:00 AM,50-64
2024-2025,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,7,2024,41,7,Physician Medical Office,88224,343365,39,01/25/2025 12:00:00 AM,60-74
2024-2025,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,7,2024,41,7,Physician Medical Office,134174,496925,39,01/25/2025 12:00:00 AM,65+
2024-2025,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,7,2024,41,7,Physician Medical Office,74322,264183,39,01/25/2025 12:00:00 AM,75+
2024-2025,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,8,2024,42,7,Physician Medical Office,274020,1306352,39,01/25/2025 12:00:00 AM,18+
2024-2025,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,8,2024,42,7,Physician Medical Office,80165,362149,39,01/25/2025 12:00:00 AM,18-49
2024-2025,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,8,2024,42,7,Physician Medical Office,146463,681871,39,01/25/2025 12:00:00 AM,18-64
2024-2025,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,8,2024,42,7,Physician Medical Office,66298,319719,39,01/25/2025 12:00:00 AM,50-64
2024-2025,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,8,2024,42,7,Physician Medical Office,84773,428138,39,01/25/2025 12:00:00 AM,60-74
2024-2025,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,8,2024,42,7,Physician Medical Office,127557,624482,39,01/25/2025 12:00:00 AM,65+
2024-2025,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,8,2024,42,7,Physician Medical Office,71490,335673,39,01/25/2025 12:00:00 AM,75+
2024-2025,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,9,2024,43,7,Physician Medical Office,267026,1573378,39,01/25/2025 12:00:00 AM,18+
2024-2025,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,9,2024,43,7,Physician Medical Office,78149,440298,39,01/25/2025 12:00:00 AM,18-49
2024-2025,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,9,2024,43,7,Physician Medical Office,142812,824683,39,01/25/2025 12:00:00 AM,18-64
2024-2025,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,9,2024,43,7,Physician Medical Office,64663,384382,39,01/25/2025 12:00:00 AM,50-64
2024-2025,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,9,2024,43,7,Physician Medical Office,81714,509852,39,01/25/2025 12:00:00 AM,60-74
2024-2025,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,9,2024,43,7,Physician Medical Office,124214,748696,39,01/25/2025 12:00:00 AM,65+
2024-2025,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,9,2024,43,7,Physician Medical Office,70469,406142,39,01/25/2025 12:00:00 AM,75+
2024-2025,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,7,2024,41,6,Pharmacy,511321,2749111,29,01/25/2025 12:00:00 AM,18-49
2023-2024,09/16/2023 12:00:00 AM,09/14/2024 12:00:00 AM,3,2023,37,6,Pharmacy,42099,42099,28,01/25/2025 12:00:00 AM,18-64
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2,2024,36,6,Pharmacy,1030904,1460290,29,01/25/2025 12:00:00 AM,65+
2023-2024,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,37,2024,18,6,Pharmacy,55782,12489528,28,01/25/2025 12:00:00 AM,60-74
2023-2024,12/23/2023 12:00:00 AM,12/21/2024 12:00:00 AM,17,2023,51,6,Pharmacy,748681,26686594,28,01/25/2025 12:00:00 AM,18+
2023-2024,12/30/2023 12:00:00 AM,12/28/2024 12:00:00 AM,18,2023,52,6,Pharmacy,87312,6558473,28,01/25/2025 12:00:00 AM,75+
2023-2024,06/29/2024 12:00:00 AM,06/28/2025 12:00:00 AM,45,2024,26,6,Pharmacy,12144,7220489,28,01/25/2025 12:00:00 AM,50-64
2023-2024,08/03/2024 12:00:00 AM,08/02/2025 12:00:00 AM,50,2024,31,6,Pharmacy,66957,32676465,28,01/25/2025 12:00:00 AM,18+
2023-2024,08/03/2024 12:00:00 AM,08/02/2025 12:00:00 AM,50,2024,31,6,Pharmacy,32238,14880047,28,01/25/2025 12:00:00 AM,18-64
2023-2024,09/23/2023 12:00:00 AM,09/21/2024 12:00:00 AM,4,2023,38,6,Pharmacy,752254,794353,28,01/25/2025 12:00:00 AM,18-64
2023-2024,11/04/2023 12:00:00 AM,11/02/2024 12:00:00 AM,10,2023,44,6,Pharmacy,790104,7790905,28,01/25/2025 12:00:00 AM,60-74
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16,2023,50,6,Pharmacy,288948,10366095,28,01/25/2025 12:00:00 AM,60-74
2023-2024,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,37,2024,18,6,Pharmacy,135249,31452843,28,01/25/2025 12:00:00 AM,18+
2023-2024,06/22/2024 12:00:00 AM,06/21/2025 12:00:00 AM,44,2024,25,6,Pharmacy,24656,7970618,28,01/25/2025 12:00:00 AM,75+
2023-2024,12/30/2023 12:00:00 AM,12/28/2024 12:00:00 AM,18,2023,52,6,Pharmacy,134655,6356411,28,01/25/2025 12:00:00 AM,50-64
2023-2024,01/20/2024 12:00:00 AM,01/18/2025 12:00:00 AM,22,2024,3,6,Pharmacy,193124,13459992,28,01/25/2025 12:00:00 AM,18-64
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6,2024,40,6,Pharmacy,1038287,4665242,29,01/25/2025 12:00:00 AM,18-64
2023-2024,12/09/2023 12:00:00 AM,12/07/2024 12:00:00 AM,15,2023,49,6,Pharmacy,242072,5718526,28,01/25/2025 12:00:00 AM,18-49
2023-2024,07/06/2024 12:00:00 AM,07/05/2025 12:00:00 AM,46,2024,27,6,Pharmacy,11951,7232440,28,01/25/2025 12:00:00 AM,50-64
2023-2024,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,35,2024,16,6,Pharmacy,22957,7281230,28,01/25/2025 12:00:00 AM,18-49
2023-2024,01/27/2024 12:00:00 AM,01/25/2025 12:00:00 AM,23,2024,4,6,Pharmacy,103395,11436223,28,01/25/2025 12:00:00 AM,60-74
2023-2024,01/27/2024 12:00:00 AM,01/25/2025 12:00:00 AM,23,2024,4,6,Pharmacy,60159,6910361,28,01/25/2025 12:00:00 AM,75+
2023-2024,07/20/2024 12:00:00 AM,07/19/2025 12:00:00 AM,48,2024,29,6,Pharmacy,39298,14811305,28,01/25/2025 12:00:00 AM,18-64
2024-2025,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,1,2024,35,6,Pharmacy,309225,309225,29,01/25/2025 12:00:00 AM,60-74
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6,2024,40,6,Pharmacy,1447456,7239628,29,01/25/2025 12:00:00 AM,65+
2023-2024,11/18/2023 12:00:00 AM,11/16/2024 12:00:00 AM,12,2023,46,6,Pharmacy,1482989,22256101,28,01/25/2025 12:00:00 AM,18+
2023-2024,10/14/2023 12:00:00 AM,10/12/2024 12:00:00 AM,7,2023,41,6,Pharmacy,1473562,4982028,28,01/25/2025 12:00:00 AM,18-64
2023-2024,05/25/2024 12:00:00 AM,05/24/2025 12:00:00 AM,40,2024,21,6,Pharmacy,13287,7160150,28,01/25/2025 12:00:00 AM,50-64
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2,2024,36,6,Pharmacy,1691313,2391785,29,01/25/2025 12:00:00 AM,18+
2023-2024,10/14/2023 12:00:00 AM,10/12/2024 12:00:00 AM,7,2023,41,6,Pharmacy,1862119,6561203,28,01/25/2025 12:00:00 AM,65+
2023-2024,03/30/2024 12:00:00 AM,03/29/2025 12:00:00 AM,32,2024,13,6,Pharmacy,30580,7207753,28,01/25/2025 12:00:00 AM,18-49
2023-2024,03/02/2024 12:00:00 AM,03/01/2025 12:00:00 AM,28,2024,9,6,Pharmacy,55259,15666203,28,01/25/2025 12:00:00 AM,65+
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11,2023,45,6,Pharmacy,875691,11506113,28,01/25/2025 12:00:00 AM,65+
2023-2024,01/20/2024 12:00:00 AM,01/18/2025 12:00:00 AM,22,2024,3,6,Pharmacy,125172,11332828,28,01/25/2025 12:00:00 AM,60-74
2023-2024,06/29/2024 12:00:00 AM,06/28/2025 12:00:00 AM,45,2024,26,6,Pharmacy,25987,7996605,28,01/25/2025 12:00:00 AM,75+
2023-2024,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,41,2024,22,6,Pharmacy,11890,7172040,28,01/25/2025 12:00:00 AM,50-64
2023-2024,02/03/2024 12:00:00 AM,02/01/2025 12:00:00 AM,24,2024,5,6,Pharmacy,120118,13727618,28,01/25/2025 12:00:00 AM,18-64
2023-2024,02/24/2024 12:00:00 AM,02/22/2025 12:00:00 AM,27,2024,8,6,Pharmacy,69820,13972984,28,01/25/2025 12:00:00 AM,18-64
2023-2024,03/30/2024 12:00:00 AM,03/29/2025 12:00:00 AM,32,2024,13,6,Pharmacy,240686,30613110,28,01/25/2025 12:00:00 AM,18+
2024-2025,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,6,2024,40,6,Pharmacy,2485742,11904868,29,01/25/2025 12:00:00 AM,18+
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11,2023,45,6,Pharmacy,1738644,20773112,28,01/25/2025 12:00:00 AM,18+
2023-2024,12/30/2023 12:00:00 AM,12/28/2024 12:00:00 AM,18,2023,52,6,Pharmacy,180290,10812147,28,01/25/2025 12:00:00 AM,60-74
2023-2024,06/08/2024 12:00:00 AM,06/07/2025 12:00:00 AM,42,2024,23,6,Pharmacy,32388,7917405,28,01/25/2025 12:00:00 AM,75+
2024-2025,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,2,2024,36,6,Pharmacy,308469,436220,29,01/25/2025 12:00:00 AM,18-49
2023-2024,11/04/2023 12:00:00 AM,11/02/2024 12:00:00 AM,10,2023,44,6,Pharmacy,480479,4059288,28,01/25/2025 12:00:00 AM,18-49
2023-2024,06/29/2024 12:00:00 AM,06/28/2025 12:00:00 AM,45,2024,26,6,Pharmacy,55223,17560150,28,01/25/2025 12:00:00 AM,65+
2023-2024,09/16/2023 12:00:00 AM,09/14/2024 12:00:00 AM,3,2023,37,6,Pharmacy,19735,19735,28,01/25/2025 12:00:00 AM,50-64
2023-2024,01/27/2024 12:00:00 AM,01/25/2025 12:00:00 AM,23,2024,4,6,Pharmacy,67075,6767375,28,01/25/2025 12:00:00 AM,50-64
2023-2024,03/23/2024 12:00:00 AM,03/22/2025 12:00:00 AM,31,2024,12,6,Pharmacy,29230,7177173,28,01/25/2025 12:00:00 AM,18-49
2023-2024,06/08/2024 12:00:00 AM,06/07/2025 12:00:00 AM,42,2024,23,6,Pharmacy,12565,7184605,28,01/25/2025 12:00:00 AM,50-64
2023-2024,09/30/2023 12:00:00 AM,09/28/2024 12:00:00 AM,5,2023,39,6,Pharmacy,1669935,2695049,28,01/25/2025 12:00:00 AM,65+
2023-2024,10/14/2023 12:00:00 AM,10/12/2024 12:00:00 AM,7,2023,41,6,Pharmacy,3335680,11543229,28,01/25/2025 12:00:00 AM,18+
2023-2024,10/21/2023 12:00:00 AM,10/19/2024 12:00:00 AM,8,2023,42,6,Pharmacy,754055,3702977,28,01/25/2025 12:00:00 AM,75+
2023-2024,02/03/2024 12:00:00 AM,02/01/2025 12:00:00 AM,24,2024,5,6,Pharmacy,110654,15404534,28,01/25/2025 12:00:00 AM,65+
2023-2024,05/25/2024 12:00:00 AM,05/24/2025 12:00:00 AM,40,2024,21,6,Pharmacy,47483,12636381,28,01/25/2025 12:00:00 AM,60-74
2023-2024,07/06/2024 12:00:00 AM,07/05/2025 12:00:00 AM,46,2024,27,6,Pharmacy,22853,8019458,28,01/25/2025 12:00:00 AM,75+
2024-2025,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,8,2024,42,6,Pharmacy,492155,3241266,29,01/25/2025 12:00:00 AM,18-49
2023-2024,02/17/2024 12:00:00 AM,02/15/2025 12:00:00 AM,26,2024,7,6,Pharmacy,65226,15558277,28,01/25/2025 12:00:00 AM,65+
2023-2024,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,29,2024,10,6,Pharmacy,33402,7113910,28,01/25/2025 12:00:00 AM,18-49
2023-2024,06/29/2024 12:00:00 AM,06/28/2025 12:00:00 AM,45,2024,26,6,Pharmacy,31945,14711574,28,01/25/2025 12:00:00 AM,18-64
2023-2024,11/11/2023 12:00:00 AM,11/09/2024 12:00:00 AM,11,2023,45,6,Pharmacy,448606,4507894,28,01/25/2025 12:00:00 AM,18-49
2023-2024,02/10/2024 12:00:00 AM,02/08/2025 12:00:00 AM,25,2024,6,6,Pharmacy,44059,6865496,28,01/25/2025 12:00:00 AM,50-64
2023-2024,03/16/2024 12:00:00 AM,03/15/2025 12:00:00 AM,30,2024,11,6,Pharmacy,93582,7225044,28,01/25/2025 12:00:00 AM,75+
2023-2024,05/25/2024 12:00:00 AM,05/24/2025 12:00:00 AM,40,2024,21,6,Pharmacy,40635,7853174,28,01/25/2025 12:00:00 AM,75+
2024-2025,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,4,2024,38,6,Pharmacy,424282,1246480,29,01/25/2025 12:00:00 AM,18-49
2024-2025,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,7,2024,41,6,Pharmacy,491398,2918849,29,01/25/2025 12:00:00 AM,50-64
2024-2025,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,8,2024,42,6,Pharmacy,2175446,16400239,29,01/25/2025 12:00:00 AM,18+
2023-2024,10/07/2023 12:00:00 AM,10/05/2024 12:00:00 AM,6,2023,40,6,Pharmacy,2004035,4699084,28,01/25/2025 12:00:00 AM,65+
2024-2025,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,7,2024,41,6,Pharmacy,637311,4128429,29,01/25/2025 12:00:00 AM,75+
2023-2024,10/21/2023 12:00:00 AM,10/19/2024 12:00:00 AM,8,2023,42,6,Pharmacy,644071,3259915,28,01/25/2025 12:00:00 AM,50-64
2023-2024,10/28/2023 12:00:00 AM,10/26/2024 12:00:00 AM,9,2023,43,6,Pharmacy,2601185,17015603,28,01/25/2025 12:00:00 AM,18+
2023-2024,07/06/2024 12:00:00 AM,07/05/2025 12:00:00 AM,46,2024,27,6,Pharmacy,29688,14741262,28,01/25/2025 12:00:00 AM,18-64
2023-2024,04/13/2024 12:00:00 AM,04/12/2025 12:00:00 AM,34,2024,15,6,Pharmacy,181394,30996452,28,01/25/2025 12:00:00 AM,18+
2023-2024,07/13/2024 12:00:00 AM,07/12/2025 12:00:00 AM,47,2024,28,6,Pharmacy,22749,8042207,28,01/25/2025 12:00:00 AM,75+
2023-2024,02/24/2024 12:00:00 AM,02/22/2025 12:00:00 AM,27,2024,8,6,Pharmacy,122487,29583929,28,01/25/2025 12:00:00 AM,18+
2023-2024,04/06/2024 12:00:00 AM,04/05/2025 12:00:00 AM,33,2024,14,6,Pharmacy,26759,7234512,28,01/25/2025 12:00:00 AM,18-49
2023-2024,03/02/2024 12:00:00 AM,03/01/2025 12:00:00 AM,28,2024,9,6,Pharmacy,25411,6954576,28,01/25/2025 12:00:00 AM,50-64
2024-2025,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,1,2024,35,6,Pharmacy,700472,700472,29,01/25/2025 12:00:00 AM,18+
2023-2024,08/03/2024 12:00:00 AM,08/02/2025 12:00:00 AM,50,2024,31,6,Pharmacy,34719,17796417,28,01/25/2025 12:00:00 AM,65+
2023-2024,07/27/2024 12:00:00 AM,07/26/2025 12:00:00 AM,49,2024,30,6,Pharmacy,48957,17761698,28,01/25/2025 12:00:00 AM,65+
2023-2024,11/25/2023 12:00:00 AM,11/23/2024 12:00:00 AM,13,2023,47,6,Pharmacy,315550,5210803,28,01/25/2025 12:00:00 AM,18-49
2023-2024,12/16/2023 12:00:00 AM,12/14/2024 12:00:00 AM,16,2023,50,6,Pharmacy,219978,5938504,28,01/25/2025 12:00:00 AM,18-49
2023-2024,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,29,2024,10,6,Pharmacy,117589,15783792,28,01/25/2025 12:00:00 AM,65+
2023-2024,07/13/2024 12:00:00 AM,07/12/2025 12:00:00 AM,47,2024,28,6,Pharmacy,12093,7244533,28,01/25/2025 12:00:00 AM,50-64
2023-2024,07/20/2024 12:00:00 AM,07/19/2025 12:00:00 AM,48,2024,29,6,Pharmacy,54733,17712741,28,01/25/2025 12:00:00 AM,65+
2023-2024,09/16/2023 12:00:00 AM,09/14/2024 12:00:00 AM,3,2023,37,6,Pharmacy,13614,13614,28,01/25/2025 12:00:00 AM,75+
2023-2024,09/30/2023 12:00:00 AM,09/28/2024 12:00:00 AM,5,2023,39,6,Pharmacy,2910851,4730318,28,01/25/2025 12:00:00 AM,18+
2023-2024,11/18/2023 12:00:00 AM,11/16/2024 12:00:00 AM,12,2023,46,6,Pharmacy,559430,9005406,28,01/25/2025 12:00:00 AM,60-74
2023-2024,12/23/2023 12:00:00 AM,12/21/2024 12:00:00 AM,17,2023,51,6,Pharmacy,429214,12400709,28,01/25/2025 12:00:00 AM,18-64
2023-2024,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,35,2024,16,6,Pharmacy,72213,12370730,28,01/25/2025 12:00:00 AM,60-74
2023-2024,12/09/2023 12:00:00 AM,12/07/2024 12:00:00 AM,15,2023,49,6,Pharmacy,343708,10077147,28,01/25/2025 12:00:00 AM,60-74
2023-2024,12/23/2023 12:00:00 AM,12/21/2024 12:00:00 AM,17,2023,51,6,Pharmacy,319466,14285884,28,01/25/2025 12:00:00 AM,65+
2023-2024,02/10/2024 12:00:00 AM,02/08/2025 12:00:00 AM,25,2024,6,6,Pharmacy,40229,7000985,28,01/25/2025 12:00:00 AM,75+
2023-2024,04/27/2024 12:00:00 AM,04/26/2025 12:00:00 AM,36,2024,17,6,Pharmacy,63016,12433746,28,01/25/2025 12:00:00 AM,60-74
2023-2024,10/28/2023 12:00:00 AM,10/26/2024 12:00:00 AM,9,2023,43,6,Pharmacy,1199953,7441727,28,01/25/2025 12:00:00 AM,18-64
2023-2024,01/06/2024 12:00:00 AM,01/04/2025 12:00:00 AM,20,2024,1,6,Pharmacy,289273,12982630,28,01/25/2025 12:00:00 AM,18-64
2023-2024,04/13/2024 12:00:00 AM,04/12/2025 12:00:00 AM,34,2024,15,6,Pharmacy,40062,14335571,28,01/25/2025 12:00:00 AM,18-64
2023-2024,06/22/2024 12:00:00 AM,06/21/2025 12:00:00 AM,44,2024,25,6,Pharmacy,31909,14679629,28,01/25/2025 12:00:00 AM,18-64
2023-2024,06/22/2024 12:00:00 AM,06/21/2025 12:00:00 AM,44,2024,25,6,Pharmacy,11497,7208345,28,01/25/2025 12:00:00 AM,50-64
2023-2024,09/23/2023 12:00:00 AM,09/21/2024 12:00:00 AM,4,2023,38,6,Pharmacy,427843,441457,28,01/25/2025 12:00:00 AM,75+
2023-2024,10/07/2023 12:00:00 AM,10/05/2024 12:00:00 AM,6,2023,40,6,Pharmacy,1473196,3508466,28,01/25/2025 12:00:00 AM,18-64
2023-2024,07/27/2024 12:00:00 AM,07/26/2025 12:00:00 AM,49,2024,30,6,Pharmacy,85461,32609508,28,01/25/2025 12:00:00 AM,18+
2023-2024,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,29,2024,10,6,Pharmacy,175776,29877066,28,01/25/2025 12:00:00 AM,18+
2023-2024,10/07/2023 12:00:00 AM,10/05/2024 12:00:00 AM,6,2023,40,6,Pharmacy,908039,2090272,28,01/25/2025 12:00:00 AM,75+
2023-2024,03/02/2024 12:00:00 AM,03/01/2025 12:00:00 AM,28,2024,9,6,Pharmacy,24219,7077505,28,01/25/2025 12:00:00 AM,75+
2023-2024,03/30/2024 12:00:00 AM,03/29/2025 12:00:00 AM,32,2024,13,6,Pharmacy,50854,14250717,28,01/25/2025 12:00:00 AM,18-64
2023-2024,05/11/2024 12:00:00 AM,05/10/2025 12:00:00 AM,38,2024,19,6,Pharmacy,50152,12539680,28,01/25/2025 12:00:00 AM,60-74
