Cumulative_Doses,Influenza_Season,Setting,Week_ID,Current_Season_Week_Ending_Label,MMWR_Week_Order,MMWR_Year,MMWR_Week,MMWR_Day,Dose,Current_Through,Location_and_Flu_Season_Order,Age_Group
12919095,2023-2024,Physician Medical Office,02/24/2024 12:00:00 AM,02/22/2025 12:00:00 AM,35,2024,8,7,53646,01/25/2025 12:00:00 AM,38,18-64
5810914,2023-2024,Physician Medical Office,02/24/2024 12:00:00 AM,02/22/2025 12:00:00 AM,35,2024,8,7,11593,01/25/2025 12:00:00 AM,38,75+
25220762,2023-2024,Physician Medical Office,02/24/2024 12:00:00 AM,02/22/2025 12:00:00 AM,35,2024,8,7,79928,01/25/2025 12:00:00 AM,38,18+
8902896,2023-2024,Physician Medical Office,02/24/2024 12:00:00 AM,02/22/2025 12:00:00 AM,35,2024,8,7,21289,01/25/2025 12:00:00 AM,38,60-74
7038666,2023-2024,Physician Medical Office,02/24/2024 12:00:00 AM,02/22/2025 12:00:00 AM,35,2024,8,7,35056,01/25/2025 12:00:00 AM,38,18-49
12301698,2023-2024,Physician Medical Office,02/24/2024 12:00:00 AM,02/22/2025 12:00:00 AM,35,2024,8,7,26283,01/25/2025 12:00:00 AM,38,65+
5880459,2023-2024,Physician Medical Office,02/24/2024 12:00:00 AM,02/22/2025 12:00:00 AM,35,2024,8,7,18590,01/25/2025 12:00:00 AM,38,50-64
7070494,2023-2024,Physician Medical Office,03/02/2024 12:00:00 AM,03/01/2025 12:00:00 AM,36,2024,9,7,31828,01/25/2025 12:00:00 AM,38,18-49
8922445,2023-2024,Physician Medical Office,03/02/2024 12:00:00 AM,03/01/2025 12:00:00 AM,36,2024,9,7,19549,01/25/2025 12:00:00 AM,38,60-74
5820507,2023-2024,Physician Medical Office,03/02/2024 12:00:00 AM,03/01/2025 12:00:00 AM,36,2024,9,7,9593,01/25/2025 12:00:00 AM,38,75+
12966947,2023-2024,Physician Medical Office,03/02/2024 12:00:00 AM,03/01/2025 12:00:00 AM,36,2024,9,7,47852,01/25/2025 12:00:00 AM,38,18-64
12325039,2023-2024,Physician Medical Office,03/02/2024 12:00:00 AM,03/01/2025 12:00:00 AM,36,2024,9,7,23341,01/25/2025 12:00:00 AM,38,65+
5896483,2023-2024,Physician Medical Office,03/02/2024 12:00:00 AM,03/01/2025 12:00:00 AM,36,2024,9,7,16024,01/25/2025 12:00:00 AM,38,50-64
25291955,2023-2024,Physician Medical Office,03/02/2024 12:00:00 AM,03/01/2025 12:00:00 AM,36,2024,9,7,71193,01/25/2025 12:00:00 AM,38,18+
25354620,2023-2024,Physician Medical Office,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,37,2024,10,7,62665,01/25/2025 12:00:00 AM,38,18+
8939173,2023-2024,Physician Medical Office,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,37,2024,10,7,16728,01/25/2025 12:00:00 AM,38,60-74
13009835,2023-2024,Physician Medical Office,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,37,2024,10,7,42888,01/25/2025 12:00:00 AM,38,18-64
12344816,2023-2024,Physician Medical Office,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,37,2024,10,7,19777,01/25/2025 12:00:00 AM,38,65+
7100067,2023-2024,Physician Medical Office,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,37,2024,10,7,29573,01/25/2025 12:00:00 AM,38,18-49
5909798,2023-2024,Physician Medical Office,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,37,2024,10,7,13315,01/25/2025 12:00:00 AM,38,50-64
5828495,2023-2024,Physician Medical Office,03/09/2024 12:00:00 AM,03/08/2025 12:00:00 AM,37,2024,10,7,7988,01/25/2025 12:00:00 AM,38,75+
7124247,2023-2024,Physician Medical Office,03/16/2024 12:00:00 AM,03/15/2025 12:00:00 AM,38,2024,11,7,24180,01/25/2025 12:00:00 AM,38,18-49
8950567,2023-2024,Physician Medical Office,03/16/2024 12:00:00 AM,03/15/2025 12:00:00 AM,38,2024,11,7,11394,01/25/2025 12:00:00 AM,38,60-74
5919605,2023-2024,Physician Medical Office,03/16/2024 12:00:00 AM,03/15/2025 12:00:00 AM,38,2024,11,7,9807,01/25/2025 12:00:00 AM,38,50-64
25402213,2023-2024,Physician Medical Office,03/16/2024 12:00:00 AM,03/15/2025 12:00:00 AM,38,2024,11,7,47593,01/25/2025 12:00:00 AM,38,18+
13043822,2023-2024,Physician Medical Office,03/16/2024 12:00:00 AM,03/15/2025 12:00:00 AM,38,2024,11,7,33987,01/25/2025 12:00:00 AM,38,18-64
5834245,2023-2024,Physician Medical Office,03/16/2024 12:00:00 AM,03/15/2025 12:00:00 AM,38,2024,11,7,5750,01/25/2025 12:00:00 AM,38,75+
12358422,2023-2024,Physician Medical Office,03/16/2024 12:00:00 AM,03/15/2025 12:00:00 AM,38,2024,11,7,13606,01/25/2025 12:00:00 AM,38,65+
13070998,2023-2024,Physician Medical Office,03/23/2024 12:00:00 AM,03/22/2025 12:00:00 AM,39,2024,12,7,27176,01/25/2025 12:00:00 AM,38,18-64
7143816,2023-2024,Physician Medical Office,03/23/2024 12:00:00 AM,03/22/2025 12:00:00 AM,39,2024,12,7,19569,01/25/2025 12:00:00 AM,38,18-49
12369386,2023-2024,Physician Medical Office,03/23/2024 12:00:00 AM,03/22/2025 12:00:00 AM,39,2024,12,7,10964,01/25/2025 12:00:00 AM,38,65+
8959781,2023-2024,Physician Medical Office,03/23/2024 12:00:00 AM,03/22/2025 12:00:00 AM,39,2024,12,7,9214,01/25/2025 12:00:00 AM,38,60-74
5838877,2023-2024,Physician Medical Office,03/23/2024 12:00:00 AM,03/22/2025 12:00:00 AM,39,2024,12,7,4632,01/25/2025 12:00:00 AM,38,75+
25440353,2023-2024,Physician Medical Office,03/23/2024 12:00:00 AM,03/22/2025 12:00:00 AM,39,2024,12,7,38140,01/25/2025 12:00:00 AM,38,18+
5927212,2023-2024,Physician Medical Office,03/23/2024 12:00:00 AM,03/22/2025 12:00:00 AM,39,2024,12,7,7607,01/25/2025 12:00:00 AM,38,50-64
5841795,2023-2024,Physician Medical Office,03/30/2024 12:00:00 AM,03/29/2025 12:00:00 AM,40,2024,13,7,2918,01/25/2025 12:00:00 AM,38,75+
25469150,2023-2024,Physician Medical Office,03/30/2024 12:00:00 AM,03/29/2025 12:00:00 AM,40,2024,13,7,28797,01/25/2025 12:00:00 AM,38,18+
7159637,2023-2024,Physician Medical Office,03/30/2024 12:00:00 AM,03/29/2025 12:00:00 AM,40,2024,13,7,15821,01/25/2025 12:00:00 AM,38,18-49
5932912,2023-2024,Physician Medical Office,03/30/2024 12:00:00 AM,03/29/2025 12:00:00 AM,40,2024,13,7,5700,01/25/2025 12:00:00 AM,38,50-64
13092519,2023-2024,Physician Medical Office,03/30/2024 12:00:00 AM,03/29/2025 12:00:00 AM,40,2024,13,7,21521,01/25/2025 12:00:00 AM,38,18-64
8966045,2023-2024,Physician Medical Office,03/30/2024 12:00:00 AM,03/29/2025 12:00:00 AM,40,2024,13,7,6264,01/25/2025 12:00:00 AM,38,60-74
12376661,2023-2024,Physician Medical Office,03/30/2024 12:00:00 AM,03/29/2025 12:00:00 AM,40,2024,13,7,7275,01/25/2025 12:00:00 AM,38,65+
7169733,2023-2024,Physician Medical Office,04/06/2024 12:00:00 AM,04/05/2025 12:00:00 AM,41,2024,14,7,10096,01/25/2025 12:00:00 AM,38,18-49
12380822,2023-2024,Physician Medical Office,04/06/2024 12:00:00 AM,04/05/2025 12:00:00 AM,41,2024,14,7,4161,01/25/2025 12:00:00 AM,38,65+
5843446,2023-2024,Physician Medical Office,04/06/2024 12:00:00 AM,04/05/2025 12:00:00 AM,41,2024,14,7,1651,01/25/2025 12:00:00 AM,38,75+
8969692,2023-2024,Physician Medical Office,04/06/2024 12:00:00 AM,04/05/2025 12:00:00 AM,41,2024,14,7,3647,01/25/2025 12:00:00 AM,38,60-74
5936199,2023-2024,Physician Medical Office,04/06/2024 12:00:00 AM,04/05/2025 12:00:00 AM,41,2024,14,7,3287,01/25/2025 12:00:00 AM,38,50-64
25486695,2023-2024,Physician Medical Office,04/06/2024 12:00:00 AM,04/05/2025 12:00:00 AM,41,2024,14,7,17545,01/25/2025 12:00:00 AM,38,18+
13105903,2023-2024,Physician Medical Office,04/06/2024 12:00:00 AM,04/05/2025 12:00:00 AM,41,2024,14,7,13384,01/25/2025 12:00:00 AM,38,18-64
8972379,2023-2024,Physician Medical Office,04/13/2024 12:00:00 AM,04/12/2025 12:00:00 AM,42,2024,15,7,2687,01/25/2025 12:00:00 AM,38,60-74
12383805,2023-2024,Physician Medical Office,04/13/2024 12:00:00 AM,04/12/2025 12:00:00 AM,42,2024,15,7,2983,01/25/2025 12:00:00 AM,38,65+
25500501,2023-2024,Physician Medical Office,04/13/2024 12:00:00 AM,04/12/2025 12:00:00 AM,42,2024,15,7,13806,01/25/2025 12:00:00 AM,38,18+
7177967,2023-2024,Physician Medical Office,04/13/2024 12:00:00 AM,04/12/2025 12:00:00 AM,42,2024,15,7,8234,01/25/2025 12:00:00 AM,38,18-49
5844715,2023-2024,Physician Medical Office,04/13/2024 12:00:00 AM,04/12/2025 12:00:00 AM,42,2024,15,7,1269,01/25/2025 12:00:00 AM,38,75+
5938796,2023-2024,Physician Medical Office,04/13/2024 12:00:00 AM,04/12/2025 12:00:00 AM,42,2024,15,7,2597,01/25/2025 12:00:00 AM,38,50-64
13116726,2023-2024,Physician Medical Office,04/13/2024 12:00:00 AM,04/12/2025 12:00:00 AM,42,2024,15,7,10823,01/25/2025 12:00:00 AM,38,18-64
7184806,2023-2024,Physician Medical Office,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,43,2024,16,7,6839,01/25/2025 12:00:00 AM,38,18-49
25511996,2023-2024,Physician Medical Office,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,43,2024,16,7,11495,01/25/2025 12:00:00 AM,38,18+
12386376,2023-2024,Physician Medical Office,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,43,2024,16,7,2571,01/25/2025 12:00:00 AM,38,65+
8974516,2023-2024,Physician Medical Office,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,43,2024,16,7,2137,01/25/2025 12:00:00 AM,38,60-74
5845751,2023-2024,Physician Medical Office,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,43,2024,16,7,1036,01/25/2025 12:00:00 AM,38,75+
5940881,2023-2024,Physician Medical Office,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,43,2024,16,7,2085,01/25/2025 12:00:00 AM,38,50-64
13125650,2023-2024,Physician Medical Office,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,43,2024,16,7,8924,01/25/2025 12:00:00 AM,38,18-64
5942451,2023-2024,Physician Medical Office,04/27/2024 12:00:00 AM,04/26/2025 12:00:00 AM,44,2024,17,7,1570,01/25/2025 12:00:00 AM,38,50-64
8976118,2023-2024,Physician Medical Office,04/27/2024 12:00:00 AM,04/26/2025 12:00:00 AM,44,2024,17,7,1602,01/25/2025 12:00:00 AM,38,60-74
12388345,2023-2024,Physician Medical Office,04/27/2024 12:00:00 AM,04/26/2025 12:00:00 AM,44,2024,17,7,1969,01/25/2025 12:00:00 AM,38,65+
25521555,2023-2024,Physician Medical Office,04/27/2024 12:00:00 AM,04/26/2025 12:00:00 AM,44,2024,17,7,9559,01/25/2025 12:00:00 AM,38,18+
5846611,2023-2024,Physician Medical Office,04/27/2024 12:00:00 AM,04/26/2025 12:00:00 AM,44,2024,17,7,860,01/25/2025 12:00:00 AM,38,75+
7190825,2023-2024,Physician Medical Office,04/27/2024 12:00:00 AM,04/26/2025 12:00:00 AM,44,2024,17,7,6019,01/25/2025 12:00:00 AM,38,18-49
13133239,2023-2024,Physician Medical Office,04/27/2024 12:00:00 AM,04/26/2025 12:00:00 AM,44,2024,17,7,7589,01/25/2025 12:00:00 AM,38,18-64
7196229,2023-2024,Physician Medical Office,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,45,2024,18,7,5404,01/25/2025 12:00:00 AM,38,18-49
25529934,2023-2024,Physician Medical Office,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,45,2024,18,7,8379,01/25/2025 12:00:00 AM,38,18+
5943939,2023-2024,Physician Medical Office,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,45,2024,18,7,1488,01/25/2025 12:00:00 AM,38,50-64
12389832,2023-2024,Physician Medical Office,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,45,2024,18,7,1487,01/25/2025 12:00:00 AM,38,65+
13140131,2023-2024,Physician Medical Office,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,45,2024,18,7,6892,01/25/2025 12:00:00 AM,38,18-64
5847233,2023-2024,Physician Medical Office,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,45,2024,18,7,622,01/25/2025 12:00:00 AM,38,75+
8977463,2023-2024,Physician Medical Office,05/04/2024 12:00:00 AM,05/03/2025 12:00:00 AM,45,2024,18,7,1345,01/25/2025 12:00:00 AM,38,60-74
12390776,2023-2024,Physician Medical Office,05/11/2024 12:00:00 AM,05/10/2025 12:00:00 AM,46,2024,19,7,944,01/25/2025 12:00:00 AM,38,65+
25536328,2023-2024,Physician Medical Office,05/11/2024 12:00:00 AM,05/10/2025 12:00:00 AM,46,2024,19,7,6394,01/25/2025 12:00:00 AM,38,18+
8978468,2023-2024,Physician Medical Office,05/11/2024 12:00:00 AM,05/10/2025 12:00:00 AM,46,2024,19,7,1005,01/25/2025 12:00:00 AM,38,60-74
7200485,2023-2024,Physician Medical Office,05/11/2024 12:00:00 AM,05/10/2025 12:00:00 AM,46,2024,19,7,4256,01/25/2025 12:00:00 AM,38,18-49
5945132,2023-2024,Physician Medical Office,05/11/2024 12:00:00 AM,05/10/2025 12:00:00 AM,46,2024,19,7,1193,01/25/2025 12:00:00 AM,38,50-64
13145581,2023-2024,Physician Medical Office,05/11/2024 12:00:00 AM,05/10/2025 12:00:00 AM,46,2024,19,7,5450,01/25/2025 12:00:00 AM,38,18-64
5847481,2023-2024,Physician Medical Office,05/11/2024 12:00:00 AM,05/10/2025 12:00:00 AM,46,2024,19,7,248,01/25/2025 12:00:00 AM,38,75+
25541618,2023-2024,Physician Medical Office,05/18/2024 12:00:00 AM,05/17/2025 12:00:00 AM,47,2024,20,7,5290,01/25/2025 12:00:00 AM,38,18+
8979116,2023-2024,Physician Medical Office,05/18/2024 12:00:00 AM,05/17/2025 12:00:00 AM,47,2024,20,7,648,01/25/2025 12:00:00 AM,38,60-74
7204339,2023-2024,Physician Medical Office,05/18/2024 12:00:00 AM,05/17/2025 12:00:00 AM,47,2024,20,7,3854,01/25/2025 12:00:00 AM,38,18-49
12391554,2023-2024,Physician Medical Office,05/18/2024 12:00:00 AM,05/17/2025 12:00:00 AM,47,2024,20,7,778,01/25/2025 12:00:00 AM,38,65+
5847759,2023-2024,Physician Medical Office,05/18/2024 12:00:00 AM,05/17/2025 12:00:00 AM,47,2024,20,7,278,01/25/2025 12:00:00 AM,38,75+
13150093,2023-2024,Physician Medical Office,05/18/2024 12:00:00 AM,05/17/2025 12:00:00 AM,47,2024,20,7,4512,01/25/2025 12:00:00 AM,38,18-64
5945790,2023-2024,Physician Medical Office,05/18/2024 12:00:00 AM,05/17/2025 12:00:00 AM,47,2024,20,7,658,01/25/2025 12:00:00 AM,38,50-64
5847933,2023-2024,Physician Medical Office,05/25/2024 12:00:00 AM,05/24/2025 12:00:00 AM,48,2024,21,7,174,01/25/2025 12:00:00 AM,38,75+
8979500,2023-2024,Physician Medical Office,05/25/2024 12:00:00 AM,05/24/2025 12:00:00 AM,48,2024,21,7,384,01/25/2025 12:00:00 AM,38,60-74
12391950,2023-2024,Physician Medical Office,05/25/2024 12:00:00 AM,05/24/2025 12:00:00 AM,48,2024,21,7,396,01/25/2025 12:00:00 AM,38,65+
25544983,2023-2024,Physician Medical Office,05/25/2024 12:00:00 AM,05/24/2025 12:00:00 AM,48,2024,21,7,3365,01/25/2025 12:00:00 AM,38,18+
5946367,2023-2024,Physician Medical Office,05/25/2024 12:00:00 AM,05/24/2025 12:00:00 AM,48,2024,21,7,577,01/25/2025 12:00:00 AM,38,50-64
7206730,2023-2024,Physician Medical Office,05/25/2024 12:00:00 AM,05/24/2025 12:00:00 AM,48,2024,21,7,2391,01/25/2025 12:00:00 AM,38,18-49
13153061,2023-2024,Physician Medical Office,05/25/2024 12:00:00 AM,05/24/2025 12:00:00 AM,48,2024,21,7,2968,01/25/2025 12:00:00 AM,38,18-64
5848030,2023-2024,Physician Medical Office,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,49,2024,22,7,97,01/25/2025 12:00:00 AM,38,75+
12392196,2023-2024,Physician Medical Office,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,49,2024,22,7,246,01/25/2025 12:00:00 AM,38,65+
13155020,2023-2024,Physician Medical Office,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,49,2024,22,7,1959,01/25/2025 12:00:00 AM,38,18-64
5946734,2023-2024,Physician Medical Office,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,49,2024,22,7,367,01/25/2025 12:00:00 AM,38,50-64
8979755,2023-2024,Physician Medical Office,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,49,2024,22,7,255,01/25/2025 12:00:00 AM,38,60-74
7208322,2023-2024,Physician Medical Office,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,49,2024,22,7,1592,01/25/2025 12:00:00 AM,38,18-49
25547188,2023-2024,Physician Medical Office,06/01/2024 12:00:00 AM,05/31/2025 12:00:00 AM,49,2024,22,7,2205,01/25/2025 12:00:00 AM,38,18+
1635,2024-2025,Physician Medical Office,08/10/2024 12:00:00 AM,08/10/2024 12:00:00 AM,6,2024,32,7,1635,01/25/2025 12:00:00 AM,39,60-74
3224,2024-2025,Physician Medical Office,08/10/2024 12:00:00 AM,08/10/2024 12:00:00 AM,6,2024,32,7,3224,01/25/2025 12:00:00 AM,39,18-64
5121,2024-2025,Physician Medical Office,08/10/2024 12:00:00 AM,08/10/2024 12:00:00 AM,6,2024,32,7,5121,01/25/2025 12:00:00 AM,39,18+
804,2024-2025,Physician Medical Office,08/10/2024 12:00:00 AM,08/10/2024 12:00:00 AM,6,2024,32,7,804,01/25/2025 12:00:00 AM,39,75+
1898,2024-2025,Physician Medical Office,08/10/2024 12:00:00 AM,08/10/2024 12:00:00 AM,6,2024,32,7,1898,01/25/2025 12:00:00 AM,39,65+
1243,2024-2025,Physician Medical Office,08/10/2024 12:00:00 AM,08/10/2024 12:00:00 AM,6,2024,32,7,1243,01/25/2025 12:00:00 AM,39,50-64
1980,2024-2025,Physician Medical Office,08/10/2024 12:00:00 AM,08/10/2024 12:00:00 AM,6,2024,32,7,1980,01/25/2025 12:00:00 AM,39,18-49
11537,2024-2025,Physician Medical Office,08/17/2024 12:00:00 AM,08/17/2024 12:00:00 AM,7,2024,33,7,9639,01/25/2025 12:00:00 AM,39,65+
8879,2024-2025,Physician Medical Office,08/17/2024 12:00:00 AM,08/17/2024 12:00:00 AM,7,2024,33,7,7244,01/25/2025 12:00:00 AM,39,60-74
6256,2024-2025,Physician Medical Office,08/17/2024 12:00:00 AM,08/17/2024 12:00:00 AM,7,2024,33,7,5013,01/25/2025 12:00:00 AM,39,50-64
15073,2024-2025,Physician Medical Office,08/17/2024 12:00:00 AM,08/17/2024 12:00:00 AM,7,2024,33,7,11849,01/25/2025 12:00:00 AM,39,18-64
5525,2024-2025,Physician Medical Office,08/17/2024 12:00:00 AM,08/17/2024 12:00:00 AM,7,2024,33,7,4721,01/25/2025 12:00:00 AM,39,75+
26609,2024-2025,Physician Medical Office,08/17/2024 12:00:00 AM,08/17/2024 12:00:00 AM,7,2024,33,7,21488,01/25/2025 12:00:00 AM,39,18+
8817,2024-2025,Physician Medical Office,08/17/2024 12:00:00 AM,08/17/2024 12:00:00 AM,7,2024,33,7,6837,01/25/2025 12:00:00 AM,39,18-49
24887,2024-2025,Physician Medical Office,08/24/2024 12:00:00 AM,08/24/2024 12:00:00 AM,8,2024,34,7,18631,01/25/2025 12:00:00 AM,39,50-64
32562,2024-2025,Physician Medical Office,08/24/2024 12:00:00 AM,08/24/2024 12:00:00 AM,8,2024,34,7,23745,01/25/2025 12:00:00 AM,39,18-49
53556,2024-2025,Physician Medical Office,08/24/2024 12:00:00 AM,08/24/2024 12:00:00 AM,8,2024,34,7,42019,01/25/2025 12:00:00 AM,39,65+
26517,2024-2025,Physician Medical Office,08/24/2024 12:00:00 AM,08/24/2024 12:00:00 AM,8,2024,34,7,20992,01/25/2025 12:00:00 AM,39,75+
57449,2024-2025,Physician Medical Office,08/24/2024 12:00:00 AM,08/24/2024 12:00:00 AM,8,2024,34,7,42376,01/25/2025 12:00:00 AM,39,18-64
111005,2024-2025,Physician Medical Office,08/24/2024 12:00:00 AM,08/24/2024 12:00:00 AM,8,2024,34,7,84396,01/25/2025 12:00:00 AM,39,18+
37499,2024-2025,Physician Medical Office,08/24/2024 12:00:00 AM,08/24/2024 12:00:00 AM,8,2024,34,7,28620,01/25/2025 12:00:00 AM,39,60-74
91074,2024-2025,Physician Medical Office,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,9,2024,35,7,64557,01/25/2025 12:00:00 AM,39,75+
90677,2024-2025,Physician Medical Office,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,9,2024,35,7,58115,01/25/2025 12:00:00 AM,39,18-49
347048,2024-2025,Physician Medical Office,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,9,2024,35,7,236043,01/25/2025 12:00:00 AM,39,18+
77194,2024-2025,Physician Medical Office,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,9,2024,35,7,52307,01/25/2025 12:00:00 AM,39,50-64
120102,2024-2025,Physician Medical Office,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,9,2024,35,7,82603,01/25/2025 12:00:00 AM,39,60-74
179177,2024-2025,Physician Medical Office,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,9,2024,35,7,125621,01/25/2025 12:00:00 AM,39,65+
167871,2024-2025,Physician Medical Office,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,9,2024,35,7,110422,01/25/2025 12:00:00 AM,39,18-64
354560,2024-2025,Physician Medical Office,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,10,2024,36,7,234458,01/25/2025 12:00:00 AM,39,60-74
556327,2024-2025,Physician Medical Office,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,10,2024,36,7,377150,01/25/2025 12:00:00 AM,39,65+
245687,2024-2025,Physician Medical Office,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,10,2024,36,7,155010,01/25/2025 12:00:00 AM,39,18-49
285399,2024-2025,Physician Medical Office,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,10,2024,36,7,194325,01/25/2025 12:00:00 AM,39,75+
445092,2024-2025,Physician Medical Office,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,10,2024,36,7,277221,01/25/2025 12:00:00 AM,39,18-64
199405,2024-2025,Physician Medical Office,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,10,2024,36,7,122211,01/25/2025 12:00:00 AM,39,50-64
1001419,2024-2025,Physician Medical Office,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,10,2024,36,7,654371,01/25/2025 12:00:00 AM,39,18+
1345423,2024-2025,Physician Medical Office,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,11,2024,37,7,789096,01/25/2025 12:00:00 AM,39,65+
444353,2024-2025,Physician Medical Office,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,11,2024,37,7,244948,01/25/2025 12:00:00 AM,39,50-64
548081,2024-2025,Physician Medical Office,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,11,2024,37,7,302394,01/25/2025 12:00:00 AM,39,18-49
817180,2024-2025,Physician Medical Office,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,11,2024,37,7,462620,01/25/2025 12:00:00 AM,39,60-74
992434,2024-2025,Physician Medical Office,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,11,2024,37,7,547342,01/25/2025 12:00:00 AM,39,18-64
2337857,2024-2025,Physician Medical Office,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,11,2024,37,7,1336438,01/25/2025 12:00:00 AM,39,18+
715706,2024-2025,Physician Medical Office,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,11,2024,37,7,430307,01/25/2025 12:00:00 AM,39,75+
1382906,2024-2025,Physician Medical Office,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,12,2024,38,7,565726,01/25/2025 12:00:00 AM,39,60-74
1683003,2024-2025,Physician Medical Office,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,12,2024,38,7,690569,01/25/2025 12:00:00 AM,39,18-64
929219,2024-2025,Physician Medical Office,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,12,2024,38,7,381138,01/25/2025 12:00:00 AM,39,18-49
3951191,2024-2025,Physician Medical Office,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,12,2024,38,7,1613334,01/25/2025 12:00:00 AM,39,18+
2268188,2024-2025,Physician Medical Office,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,12,2024,38,7,922765,01/25/2025 12:00:00 AM,39,65+
1202820,2024-2025,Physician Medical Office,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,12,2024,38,7,487114,01/25/2025 12:00:00 AM,39,75+
753784,2024-2025,Physician Medical Office,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,12,2024,38,7,309431,01/25/2025 12:00:00 AM,39,50-64
3281800,2024-2025,Physician Medical Office,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,13,2024,39,7,1013612,01/25/2025 12:00:00 AM,39,65+
2025771,2024-2025,Physician Medical Office,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,13,2024,39,7,642865,01/25/2025 12:00:00 AM,39,60-74
2467753,2024-2025,Physician Medical Office,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,13,2024,39,7,784750,01/25/2025 12:00:00 AM,39,18-64
5749553,2024-2025,Physician Medical Office,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,13,2024,39,7,1798362,01/25/2025 12:00:00 AM,39,18+
1723646,2024-2025,Physician Medical Office,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,13,2024,39,7,520826,01/25/2025 12:00:00 AM,39,75+
1107598,2024-2025,Physician Medical Office,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,13,2024,39,7,353814,01/25/2025 12:00:00 AM,39,50-64
1360155,2024-2025,Physician Medical Office,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,13,2024,39,7,430936,01/25/2025 12:00:00 AM,39,18-49
7623903,2024-2025,Physician Medical Office,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,14,2024,40,7,1874350,01/25/2025 12:00:00 AM,39,18+
4324796,2024-2025,Physician Medical Office,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,14,2024,40,7,1042996,01/25/2025 12:00:00 AM,39,65+
1481888,2024-2025,Physician Medical Office,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,14,2024,40,7,374290,01/25/2025 12:00:00 AM,39,50-64
