comparison_type,week_ending,current_season_week_ending_label,comparison_group_1,comparison_group_2,comparison_group1_point_estimate,comparison_group2_point_estimate,estimate_difference,difference_estimate_lower_95_ci,difference_estimate_upper_95_ci,significant_at_95_pct,comparison_group_1_sort_order,comparison_group_2_sort_order
Within Season Poverty Comparison,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,"Above Poverty, Income < $75k",Poverty Status Unknown,3.27,3.73,-0.47,-1.76,0.82,,12,14
Within Season Poverty Comparison,02/01/2025 12:00:00 AM,02/01/2025 12:00:00 AM,Below Poverty,Poverty Status Unknown,9,10.09,-1.09,-4.6,2.42,,13,14
Within Season Poverty Comparison,02/01/2025 12:00:00 AM,02/01/2025 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income < $75k",15.44,7.91,7.53,5.78,9.28,*,11,12
Within Season Poverty Comparison,02/01/2025 12:00:00 AM,02/01/2025 12:00:00 AM,"Above Poverty, Income >= $75k",Below Poverty,15.44,9,6.44,3.31,9.57,*,11,13
Within Season Poverty Comparison,02/01/2025 12:00:00 AM,02/01/2025 12:00:00 AM,"Above Poverty, Income >= $75k",Poverty Status Unknown,15.44,10.09,5.35,3.19,7.51,*,11,14
Within Season Poverty Comparison,02/08/2025 12:00:00 AM,02/08/2025 12:00:00 AM,"Above Poverty, Income < $75k",Below Poverty,7.91,9,-1.09,-4.37,2.18,,12,13
Within Season Poverty Comparison,02/08/2025 12:00:00 AM,02/08/2025 12:00:00 AM,"Above Poverty, Income < $75k",Poverty Status Unknown,7.91,10.11,-2.2,-4.57,0.17,,12,14
Within Season Poverty Comparison,02/08/2025 12:00:00 AM,02/08/2025 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income < $75k",15.5,7.91,7.59,5.84,9.34,*,11,12
Within Season Poverty Comparison,02/08/2025 12:00:00 AM,02/08/2025 12:00:00 AM,"Above Poverty, Income >= $75k",Below Poverty,15.5,9,6.5,3.37,9.62,*,11,13
Within Season Poverty Comparison,02/08/2025 12:00:00 AM,02/08/2025 12:00:00 AM,"Above Poverty, Income >= $75k",Poverty Status Unknown,15.5,10.11,5.39,3.23,7.55,*,11,14
Within Season Poverty Comparison,02/08/2025 12:00:00 AM,02/08/2025 12:00:00 AM,Below Poverty,Poverty Status Unknown,9,10.11,-1.11,-4.62,2.4,,13,14
Within Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income < $75k",7.8,2.97,4.83,3.46,6.19,*,11,12
Within Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Below Poverty,7.8,2.73,5.07,3.79,6.34,*,11,13
Within Season Poverty Comparison,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Poverty Status Unknown,7.8,3.73,4.07,2.65,5.48,*,11,14
Within Season Poverty Comparison,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,Below Poverty,Poverty Status Unknown,2.73,3.73,-1,-2.05,0.04,,13,14
Within Season Poverty Comparison,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,Below Poverty,Poverty Status Unknown,4.22,7.23,-3.01,-4.46,-1.56,*,13,14
Within Season Poverty Comparison,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,"Above Poverty, Income < $75k",Below Poverty,4.4,4.22,0.18,-0.84,1.19,,12,13
Within Season Poverty Comparison,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,"Above Poverty, Income < $75k",Poverty Status Unknown,4.4,7.23,-2.83,-4.26,-1.4,*,12,14
Within Season Poverty Comparison,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,"Above Poverty, Income < $75k",Below Poverty,4.69,4.24,0.45,-0.62,1.51,,12,13
Within Season Poverty Comparison,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,"Above Poverty, Income < $75k",Poverty Status Unknown,4.69,7.23,-2.54,-4.01,-1.07,*,12,14
Within Season Poverty Comparison,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income < $75k",12.43,4.69,7.74,6.54,8.95,*,11,12
Within Season Poverty Comparison,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Below Poverty,12.43,4.24,8.19,7,9.38,*,11,13
Within Season Poverty Comparison,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Poverty Status Unknown,12.43,7.23,5.2,3.64,6.76,*,11,14
Within Season Poverty Comparison,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,Below Poverty,Poverty Status Unknown,4.24,7.23,-2.99,-4.44,-1.53,*,13,14
Within Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,"Above Poverty, Income < $75k",Below Poverty,7.21,7.91,-0.7,-2.77,1.37,,12,13
Within Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,"Above Poverty, Income < $75k",Poverty Status Unknown,7.21,9.93,-2.72,-4.76,-0.68,*,12,14
Within Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Below Poverty,Poverty Status Unknown,7.91,9.93,-2.02,-4.45,0.41,,13,14
Within Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income < $75k",15.19,7.21,7.98,6.5,9.46,*,11,12
Within Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,"Above Poverty, Income >= $75k",Below Poverty,15.19,7.91,7.28,5.3,9.27,*,11,13
Within Season Poverty Comparison,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,"Above Poverty, Income >= $75k",Poverty Status Unknown,15.19,9.93,5.26,3.3,7.22,*,11,14
Within Season Poverty Comparison,02/01/2025 12:00:00 AM,02/01/2025 12:00:00 AM,"Above Poverty, Income < $75k",Below Poverty,7.91,9,-1.09,-4.37,2.18,,12,13
Within Season Poverty Comparison,02/01/2025 12:00:00 AM,02/01/2025 12:00:00 AM,"Above Poverty, Income < $75k",Poverty Status Unknown,7.91,10.09,-2.18,-4.55,0.19,,12,14
Within Season Poverty Comparison,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,"Above Poverty, Income < $75k",Below Poverty,4.76,5.61,-0.85,-2.52,0.82,,12,13
Within Season Poverty Comparison,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,"Above Poverty, Income < $75k",Poverty Status Unknown,4.76,7.4,-2.64,-4.14,-1.13,*,12,14
Within Season Poverty Comparison,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income < $75k",13.37,4.76,8.61,7.31,9.9,*,11,12
Within Season Poverty Comparison,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Below Poverty,13.37,5.61,7.76,5.94,9.58,*,11,13
Within Season Poverty Comparison,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Poverty Status Unknown,13.37,7.4,5.97,4.31,7.63,*,11,14
Within Season Poverty Comparison,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,Below Poverty,Poverty Status Unknown,5.61,7.4,-1.79,-3.76,0.18,,13,14
Within Season Poverty Comparison,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,Below Poverty,Poverty Status Unknown,4.22,7.23,-3.01,-4.46,-1.56,*,13,14
Within Season Poverty Comparison,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,"Above Poverty, Income < $75k",Below Poverty,4.4,4.22,0.18,-0.84,1.19,,12,13
Within Season Poverty Comparison,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,"Above Poverty, Income < $75k",Poverty Status Unknown,4.4,7.23,-2.83,-4.26,-1.4,*,12,14
Within Season Poverty Comparison,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,"Above Poverty, Income < $75k",Below Poverty,6.35,6.37,-0.02,-1.61,1.57,,12,13
Within Season Poverty Comparison,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,"Above Poverty, Income < $75k",Poverty Status Unknown,6.35,8.77,-2.43,-4.17,-0.68,*,12,14
Within Season Poverty Comparison,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income < $75k",13.65,6.35,7.3,5.95,8.65,*,11,12
Within Season Poverty Comparison,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Below Poverty,13.65,6.37,7.28,5.78,8.78,*,11,13
Within Season Poverty Comparison,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Poverty Status Unknown,13.65,8.77,4.88,3.21,6.55,*,11,14
Within Season Poverty Comparison,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,Below Poverty,Poverty Status Unknown,6.37,8.77,-2.41,-4.27,-0.54,*,13,14
Within Season Poverty Comparison,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income < $75k",8.51,3.27,5.25,3.68,6.81,*,11,12
Within Season Poverty Comparison,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Below Poverty,8.51,2.73,5.78,4.42,7.15,*,11,13
Within Season Poverty Comparison,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Poverty Status Unknown,8.51,3.73,4.78,3.28,6.28,*,11,14
Within Season Poverty Comparison,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income < $75k",10.69,4.4,6.29,5.29,7.29,*,11,12
Within Season Poverty Comparison,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Below Poverty,10.69,4.22,6.47,5.43,7.5,*,11,13
Within Season Poverty Comparison,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Poverty Status Unknown,10.69,7.23,3.46,2.01,4.9,*,11,14
Within Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,"Above Poverty, Income < $75k",Below Poverty,4.76,5.61,-0.85,-2.52,0.82,,12,13
Within Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,"Above Poverty, Income < $75k",Poverty Status Unknown,4.76,7.23,-2.47,-3.93,-1,*,12,14
Within Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income < $75k",12.86,4.76,8.1,6.87,9.34,*,11,12
Within Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Below Poverty,12.86,5.61,7.25,5.48,9.03,*,11,13
Within Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Poverty Status Unknown,12.86,7.23,5.63,4.05,7.21,*,11,14
Within Season Poverty Comparison,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Below Poverty,Poverty Status Unknown,5.61,7.23,-1.62,-3.56,0.32,,13,14
Within Season Poverty Comparison,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,"Above Poverty, Income < $75k",Below Poverty,6.35,6.37,-0.02,-1.61,1.57,,12,13
Within Season Poverty Comparison,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,"Above Poverty, Income < $75k",Poverty Status Unknown,6.35,8.81,-2.47,-4.22,-0.71,*,12,14
Within Season Poverty Comparison,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income < $75k",13.78,6.35,7.43,6.07,8.79,*,11,12
Within Season Poverty Comparison,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Below Poverty,13.78,6.37,7.41,5.9,8.92,*,11,13
Within Season Poverty Comparison,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Poverty Status Unknown,13.78,8.81,4.96,3.29,6.64,*,11,14
Within Season Poverty Comparison,12/14/2024 12:00:00 AM,12/14/2024 12:00:00 AM,Below Poverty,Poverty Status Unknown,6.37,8.81,-2.45,-4.32,-0.58,*,13,14
Within Season Poverty Comparison,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,"Above Poverty, Income < $75k",Below Poverty,6.36,6.37,-0.02,-1.61,1.57,,12,13
Within Season Poverty Comparison,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,"Above Poverty, Income < $75k",Poverty Status Unknown,6.36,8.82,-2.46,-4.21,-0.71,*,12,14
Within Season Poverty Comparison,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income < $75k",14.34,6.36,7.99,6.55,9.43,*,11,12
Within Season Poverty Comparison,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Below Poverty,14.34,6.37,7.97,6.39,9.55,*,11,13
Within Season Poverty Comparison,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,"Above Poverty, Income >= $75k",Poverty Status Unknown,14.34,8.82,5.53,3.78,7.27,*,11,14
Within Season Poverty Comparison,12/21/2024 12:00:00 AM,12/21/2024 12:00:00 AM,Below Poverty,Poverty Status Unknown,6.37,8.82,-2.45,-4.31,-0.58,*,13,14
Within Season Poverty Comparison,01/11/2025 12:00:00 AM,01/11/2025 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income < $75k",15.15,7.15,8,6.52,9.47,*,11,12
Within Season Poverty Comparison,01/11/2025 12:00:00 AM,01/11/2025 12:00:00 AM,"Above Poverty, Income >= $75k",Below Poverty,15.15,7.43,7.71,5.86,9.57,*,11,13
Within Season Poverty Comparison,01/11/2025 12:00:00 AM,01/11/2025 12:00:00 AM,"Above Poverty, Income >= $75k",Poverty Status Unknown,15.15,9.42,5.73,3.89,7.57,*,11,14
Within Season Poverty Comparison,01/11/2025 12:00:00 AM,01/11/2025 12:00:00 AM,Below Poverty,Poverty Status Unknown,7.43,9.42,-1.99,-4.22,0.25,,13,14
Within Season Poverty Comparison,01/18/2025 12:00:00 AM,01/18/2025 12:00:00 AM,"Above Poverty, Income < $75k",Below Poverty,7.16,7.58,-0.41,-2.37,1.55,,12,13
Within Season Poverty Comparison,01/18/2025 12:00:00 AM,01/18/2025 12:00:00 AM,"Above Poverty, Income < $75k",Poverty Status Unknown,7.16,9.93,-2.77,-4.81,-0.73,*,12,14
Within Season Poverty Comparison,01/18/2025 12:00:00 AM,01/18/2025 12:00:00 AM,"Above Poverty, Income >= $75k","Above Poverty, Income < $75k",15.15,7.16,7.98,6.51,9.46,*,11,12
Within Season Poverty Comparison,01/18/2025 12:00:00 AM,01/18/2025 12:00:00 AM,"Above Poverty, Income >= $75k",Below Poverty,15.15,7.58,7.57,5.7,9.44,*,11,13
Within Season Poverty Comparison,01/18/2025 12:00:00 AM,01/18/2025 12:00:00 AM,"Above Poverty, Income >= $75k",Poverty Status Unknown,15.15,9.93,5.22,3.26,7.17,*,11,14
Within Season Poverty Comparison,01/18/2025 12:00:00 AM,01/18/2025 12:00:00 AM,Below Poverty,Poverty Status Unknown,7.58,9.93,-2.35,-4.7,-0.01,*,13,14
,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,"Black, Non-Hispanic","Black, Non-Hispanic",7.4,7.6,-0.2,-1.8,1.4,,15,15
,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Hispanic,Hispanic,9.9,7.9,2,0.5,3.5,*,16,16
,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Overall,Overall,11.3,11.9,-0.6,-1.3,0.1,,1,1
,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,Hispanic,Hispanic,10.2,10.1,0.1,-1.4,1.6,,16,16
,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,"Black, Non-Hispanic","Black, Non-Hispanic",7.4,9,-1.6,-3.3,0,,15,15
,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,"White, Non-Hispanic","White, Non-Hispanic",12.5,13.1,-0.6,-1.5,0.4,,17,17
,01/04/2025 12:00:00 AM,01/04/2025 12:00:00 AM,"Other, Non-Hispanic","Other, Non-Hispanic",13,13.1,-0.2,-2.3,2,,18,18
,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,"White, Non-Hispanic","White, Non-Hispanic",3.8,2.4,1.3,0.7,2,*,17,17
,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,"White, Non-Hispanic","White, Non-Hispanic",6.8,4.5,2.3,0.9,3.7,*,17,17
,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Overall,Overall,5.6,4.1,1.5,0.6,2.3,*,1,1
,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,"Black, Non-Hispanic","Black, Non-Hispanic",3.4,2.5,0.9,-0.3,2.1,,15,15
,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,"White, Non-Hispanic","White, Non-Hispanic",4.7,3.1,1.6,0.7,2.5,*,17,17
,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Overall,Overall,3.7,2.2,1.4,1,1.8,*,1,1
,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,Overall,Overall,4.2,3.1,1.2,0.5,1.8,*,1,1
,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,"Black, Non-Hispanic","Black, Non-Hispanic",3.1,1.8,1.3,0.1,2.4,*,15,15
,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,Hispanic,Hispanic,3.4,2.1,1.2,0.5,2,*,16,16
,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,"Black, Non-Hispanic","Black, Non-Hispanic",3.3,2.3,0.9,-0.4,2.2,,15,15
,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,Hispanic,Hispanic,3.6,2.1,1.4,0.7,2.2,*,16,16
,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,"Other, Non-Hispanic","Other, Non-Hispanic",4.4,2,2.4,1.1,3.6,*,18,18
,10/12/2024 12:00:00 AM,10/12/2024 12:00:00 AM,"Other, Non-Hispanic","Other, Non-Hispanic",4.6,2.9,1.7,0.3,3.1,*,18,18
,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,Overall,Overall,6,4.9,1.1,0,2.2,,1,1
,02/01/2025 12:00:00 AM,02/01/2025 12:00:00 AM,"Black, Non-Hispanic","Black, Non-Hispanic",8.5,9.7,-1.2,-3.3,0.8,,15,15
,02/01/2025 12:00:00 AM,02/01/2025 12:00:00 AM,"White, Non-Hispanic","White, Non-Hispanic",13.1,14,-0.9,-2,0.1,,17,17
,02/01/2025 12:00:00 AM,02/01/2025 12:00:00 AM,Hispanic,Hispanic,11.3,11.3,0,-2.1,2.2,,16,16
,02/01/2025 12:00:00 AM,02/01/2025 12:00:00 AM,"Other, Non-Hispanic","Other, Non-Hispanic",13.3,14.2,-1,-3.2,1.3,,18,18
,02/08/2025 12:00:00 AM,02/08/2025 12:00:00 AM,"Black, Non-Hispanic","Black, Non-Hispanic",8.5,9.8,-1.3,-3.4,0.7,,15,15
,02/08/2025 12:00:00 AM,02/08/2025 12:00:00 AM,Hispanic,Hispanic,11.3,11.3,0,-2.1,2.2,,16,16
,02/08/2025 12:00:00 AM,02/08/2025 12:00:00 AM,"Other, Non-Hispanic","Other, Non-Hispanic",13.3,14.3,-1,-3.3,1.3,,18,18
,02/08/2025 12:00:00 AM,02/08/2025 12:00:00 AM,Overall,Overall,12.1,12.7,-0.7,-1.6,0.2,,1,1
,02/08/2025 12:00:00 AM,02/08/2025 12:00:00 AM,"White, Non-Hispanic","White, Non-Hispanic",13.1,14,-0.9,-2,0.2,,17,17
,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,"Other, Non-Hispanic","Other, Non-Hispanic",4.7,3.1,1.6,0.3,3,*,18,18
,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,Hispanic,Hispanic,4.5,3.2,1.3,-0.1,2.7,,16,16
,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,"Other, Non-Hispanic","Other, Non-Hispanic",6.2,4.7,1.5,-1.7,4.8,,18,18
,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,"White, Non-Hispanic","White, Non-Hispanic",7.3,5.4,1.9,0.1,3.7,*,17,17
,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,Hispanic,Hispanic,6.4,5.7,0.7,-0.3,1.8,,16,16
,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,"Black, Non-Hispanic","Black, Non-Hispanic",5.4,5.2,0.2,-1,1.4,,15,15
,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,"Other, Non-Hispanic","Other, Non-Hispanic",9.1,7.6,1.5,-0.2,3.2,,18,18
,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,Overall,Overall,8.4,7.5,0.9,0.2,1.7,*,1,1
,11/09/2024 12:00:00 AM,11/09/2024 12:00:00 AM,"White, Non-Hispanic","White, Non-Hispanic",10.2,9.1,1.1,0,2.1,,17,17
,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,Overall,Overall,8.9,8.4,0.4,-0.4,1.3,,1,1
,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,"Black, Non-Hispanic","Black, Non-Hispanic",6.3,5.2,1.1,-0.5,2.6,,15,15
,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,Hispanic,Hispanic,6.4,5.9,0.5,-0.7,1.7,,16,16
,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,"Other, Non-Hispanic","Other, Non-Hispanic",9.2,7.9,1.3,-0.5,3,,18,18
,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,"White, Non-Hispanic","White, Non-Hispanic",10.7,9.6,1,-0.1,2.1,,17,17
,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,"Black, Non-Hispanic","Black, Non-Hispanic",7.4,9.1,-1.6,-3.3,0,,15,15
,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,"Other, Non-Hispanic","Other, Non-Hispanic",13.2,13.3,-0.1,-2.3,2.1,,18,18
,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,"White, Non-Hispanic","White, Non-Hispanic",12.6,13.7,-1.1,-2.1,-0.1,*,17,17
,02/01/2025 12:00:00 AM,02/01/2025 12:00:00 AM,Overall,Overall,12,12.7,-0.7,-1.6,0.2,,1,1
,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Hispanic,Hispanic,7.1,6.2,1,-0.6,2.5,,16,16
,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,"Other, Non-Hispanic","Other, Non-Hispanic",10,7.9,2.1,0.1,4,*,18,18
,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,"White, Non-Hispanic","White, Non-Hispanic",10.8,9.9,0.9,-0.3,2,,17,17
,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,Overall,Overall,9.7,10,-0.3,-1.2,0.5,,1,1
,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,"Black, Non-Hispanic","Black, Non-Hispanic",6.8,7.6,-0.8,-2.6,1,,15,15
,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,Hispanic,Hispanic,7.2,7.8,-0.6,-2,0.8,,16,16
,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,"Other, Non-Hispanic","Other, Non-Hispanic",10.1,10.9,-0.8,-2.8,1.1,,18,18
,11/30/2024 12:00:00 AM,11/30/2024 12:00:00 AM,"White, Non-Hispanic","White, Non-Hispanic",11.2,11.6,-0.3,-1.3,0.7,,17,17
,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,Hispanic,Hispanic,6.4,5.3,1.1,0.1,2.1,*,16,16
,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,"Black, Non-Hispanic","Black, Non-Hispanic",5.2,5.2,0,-1.1,1.1,,15,15
,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,"Other, Non-Hispanic","Other, Non-Hispanic",8.8,7.5,1.2,-0.4,2.9,,18,18
,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,"White, Non-Hispanic","White, Non-Hispanic",9.1,8.3,0.9,0.1,1.6,*,17,17
,11/02/2024 12:00:00 AM,11/02/2024 12:00:00 AM,Overall,Overall,7.8,7,0.8,0.3,1.3,*,1,1
,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,Overall,Overall,10.3,10.2,0.1,-0.6,0.8,,1,1
,01/18/2025 12:00:00 AM,01/18/2025 12:00:00 AM,"Black, Non-Hispanic","Black, Non-Hispanic",7.4,9.1,-1.6,-3.3,0,,15,15
,01/18/2025 12:00:00 AM,01/18/2025 12:00:00 AM,"Other, Non-Hispanic","Other, Non-Hispanic",13.1,13.3,-0.2,-2.4,1.9,,18,18
,01/18/2025 12:00:00 AM,01/18/2025 12:00:00 AM,Hispanic,Hispanic,10.7,10.1,0.6,-1,2.2,,16,16
,01/18/2025 12:00:00 AM,01/18/2025 12:00:00 AM,"White, Non-Hispanic","White, Non-Hispanic",12.5,13.5,-1.1,-2.1,-0.1,*,17,17
,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Hispanic,Hispanic,10.7,10.1,0.6,-1,2.2,,16,16
,01/25/2025 12:00:00 AM,01/25/2025 12:00:00 AM,Overall,Overall,11.6,12.2,-0.6,-1.4,0.2,,1,1
,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,"Black, Non-Hispanic","Black, Non-Hispanic",3.4,2.5,0.9,-0.3,2.1,,15,15
,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,Hispanic,Hispanic,4.6,3.8,0.8,-0.9,2.5,,16,16
,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,"Other, Non-Hispanic","Other, Non-Hispanic",11.9,11.2,0.8,-1.3,2.8,,18,18
,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,Overall,Overall,9.4,8.7,0.8,-0.3,1.8,,1,1
,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,"Black, Non-Hispanic","Black, Non-Hispanic",6.8,5.6,1.2,-0.7,3.1,,15,15
,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,"Black, Non-Hispanic","Black, Non-Hispanic",6.9,7.6,-0.7,-2.2,0.8,,15,15
,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,Hispanic,Hispanic,9.1,7.8,1.3,0,2.6,,16,16
,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,"Other, Non-Hispanic","Other, Non-Hispanic",11.8,11.1,0.7,-1.3,2.7,,18,18
,12/07/2024 12:00:00 AM,12/07/2024 12:00:00 AM,"White, Non-Hispanic","White, Non-Hispanic",11.5,11.6,-0.1,-1,0.8,,17,17
,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,"White, Non-Hispanic","White, Non-Hispanic",12.1,12.4,-0.3,-1.7,1.2,,17,17
,12/28/2024 12:00:00 AM,12/28/2024 12:00:00 AM,Overall,Overall,11,10.7,0.3,-0.6,1.2,,1,1
