Surveillance Network,Season,MMWR Year,MMWR Week,Age group,Sex,Race/Ethnicity,Site,Weekly Rate,Cumulative Rate,Week Ending Date,Type
COVID-NET,2020-21,2021.0,5.0,Overall,Overall,Overall,Iowa,9.9,369.0,2021-02-06 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,4.0,Overall,Overall,Overall,Iowa,9.9,359.0,2021-01-30 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,3.0,Overall,Overall,Overall,Iowa,19.1,349.0,2021-01-23 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,2.0,Overall,Overall,Overall,Iowa,16.8,330.0,2021-01-16 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,1.0,Overall,Overall,Overall,Iowa,10.7,313.0,2021-01-09 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,53.0,Overall,Overall,Overall,Iowa,11.5,302.0,2021-01-02 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,52.0,Overall,Overall,Overall,Iowa,12.2,291.0,2020-12-26 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,51.0,Overall,Overall,Overall,Iowa,13.0,278.0,2020-12-19 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,50.0,Overall,Overall,Overall,Iowa,20.6,265.0,2020-12-12 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,49.0,Overall,Overall,Overall,Iowa,25.2,245.0,2020-12-05 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,48.0,Overall,Overall,Overall,Iowa,28.3,219.0,2020-11-28 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,47.0,Overall,Overall,Overall,Iowa,32.9,191.0,2020-11-21 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,46.0,Overall,Overall,Overall,Iowa,51.2,158.0,2020-11-14 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,45.0,Overall,Overall,Overall,Iowa,40.5,107.0,2020-11-07 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,44.0,Overall,Overall,Overall,Iowa,22.9,67.0,2020-10-31 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,43.0,Overall,Overall,Overall,Iowa,9.9,44.0,2020-10-24 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,42.0,Overall,Overall,Overall,Iowa,11.5,34.0,2020-10-17 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,41.0,Overall,Overall,Overall,Iowa,12.2,22.0,2020-10-10 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,40.0,Overall,Overall,Overall,Iowa,9.9,10.0,2020-10-03 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,39.0,Overall,Overall,Overall,Georgia,12.1,654.0,2021-10-02 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,38.0,Overall,Overall,Overall,Georgia,15.7,641.0,2021-09-25 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,37.0,Overall,Overall,Overall,Georgia,16.9,626.0,2021-09-18 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,36.0,Overall,Overall,Overall,Georgia,21.8,609.0,2021-09-11 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,35.0,Overall,Overall,Overall,Georgia,24.0,587.0,2021-09-04 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,34.0,Overall,Overall,Overall,Georgia,23.6,563.0,2021-08-28 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,33.0,Overall,Overall,Overall,Georgia,23.8,539.0,2021-08-21 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,32.0,Overall,Overall,Overall,Georgia,22.1,516.0,2021-08-14 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,31.0,Overall,Overall,Overall,Georgia,18.6,494.0,2021-08-07 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,30.0,Overall,Overall,Overall,Georgia,14.1,475.0,2021-07-31 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,29.0,Overall,Overall,Overall,Georgia,8.1,461.0,2021-07-24 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,28.0,Overall,Overall,Overall,Georgia,4.9,453.0,2021-07-17 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,27.0,Overall,Overall,Overall,Georgia,3.4,448.0,2021-07-10 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,26.0,Overall,Overall,Overall,Georgia,1.9,445.0,2021-07-03 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,25.0,Overall,Overall,Overall,Georgia,2.2,443.0,2021-06-26 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,24.0,Overall,Overall,Overall,Georgia,2.2,440.0,2021-06-19 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,23.0,Overall,Overall,Overall,Georgia,3.1,438.0,2021-06-12 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,22.0,Overall,Overall,Overall,Georgia,3.2,435.0,2021-06-05 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,21.0,Overall,Overall,Overall,Georgia,4.3,432.0,2021-05-29 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,20.0,Overall,Overall,Overall,Georgia,5.6,428.0,2021-05-22 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,19.0,Overall,Overall,Overall,Georgia,5.6,422.0,2021-05-15 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,18.0,Overall,Overall,Overall,Georgia,6.8,416.0,2021-05-08 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,17.0,Overall,Overall,Overall,Georgia,8.2,410.0,2021-05-01 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,16.0,Overall,Overall,Overall,Georgia,9.3,402.0,2021-04-24 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,15.0,Overall,Overall,Overall,Georgia,9.1,392.0,2021-04-17 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,14.0,Overall,Overall,Overall,Georgia,8.8,383.0,2021-04-10 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,13.0,Overall,Overall,Overall,Georgia,6.6,374.0,2021-04-03 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,12.0,Overall,Overall,Overall,Georgia,9.1,368.0,2021-03-27 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,11.0,Overall,Overall,Overall,Georgia,8.2,359.0,2021-03-20 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,10.0,Overall,Overall,Overall,Georgia,8.6,350.0,2021-03-13 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,9.0,Overall,Overall,Overall,Georgia,9.6,342.0,2021-03-06 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,8.0,Overall,Overall,Overall,Georgia,10.5,332.0,2021-02-27 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,7.0,Overall,Overall,Overall,Georgia,12.6,322.0,2021-02-20 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,6.0,Overall,Overall,Overall,Georgia,14.6,309.0,2021-02-13 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,5.0,Overall,Overall,Overall,Georgia,17.9,295.0,2021-02-06 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,4.0,Overall,Overall,Overall,Georgia,21.8,277.0,2021-01-30 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,3.0,Overall,Overall,Overall,Georgia,24.5,255.0,2021-01-23 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,2.0,Overall,Overall,Overall,Georgia,28.8,230.0,2021-01-16 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,1.0,Overall,Overall,Overall,Georgia,29.5,202.0,2021-01-09 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,53.0,Overall,Overall,Overall,Georgia,26.8,172.0,2021-01-02 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,52.0,Overall,Overall,Overall,Georgia,21.9,145.0,2020-12-26 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,51.0,Overall,Overall,Overall,Georgia,20.8,123.0,2020-12-19 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,50.0,Overall,Overall,Overall,Georgia,16.7,103.0,2020-12-12 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,49.0,Overall,Overall,Overall,Georgia,13.5,86.0,2020-12-05 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,48.0,Overall,Overall,Overall,Georgia,11.8,72.0,2020-11-28 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,47.0,Overall,Overall,Overall,Georgia,10.0,61.0,2020-11-21 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,46.0,Overall,Overall,Overall,Georgia,9.7,51.0,2020-11-14 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,45.0,Overall,Overall,Overall,Georgia,8.7,41.0,2020-11-07 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,44.0,Overall,Overall,Overall,Georgia,7.0,32.0,2020-10-31 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,43.0,Overall,Overall,Overall,Georgia,7.3,25.0,2020-10-24 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,42.0,Overall,Overall,Overall,Georgia,6.5,18.0,2020-10-17 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,41.0,Overall,Overall,Overall,Georgia,5.8,11.0,2020-10-10 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,40.0,Overall,Overall,Overall,Georgia,5.4,5.0,2020-10-03 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,39.0,Overall,Overall,Overall,Connecticut,4.8,720.0,2021-10-02 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,38.0,Overall,Overall,Overall,Connecticut,5.9,715.0,2021-09-25 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,37.0,Overall,Overall,Overall,Connecticut,6.4,709.0,2021-09-18 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,36.0,Overall,Overall,Overall,Connecticut,8.9,703.0,2021-09-11 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,35.0,Overall,Overall,Overall,Connecticut,8.7,694.0,2021-09-04 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,34.0,Overall,Overall,Overall,Connecticut,10.3,685.0,2021-08-28 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,33.0,Overall,Overall,Overall,Connecticut,9.8,675.0,2021-08-21 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,32.0,Overall,Overall,Overall,Connecticut,8.6,665.0,2021-08-14 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,31.0,Overall,Overall,Overall,Connecticut,7.0,656.0,2021-08-07 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,30.0,Overall,Overall,Overall,Connecticut,5.2,649.0,2021-07-31 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,29.0,Overall,Overall,Overall,Connecticut,3.0,644.0,2021-07-24 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,28.0,Overall,Overall,Overall,Connecticut,2.2,641.0,2021-07-17 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,27.0,Overall,Overall,Overall,Connecticut,1.9,639.0,2021-07-10 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,26.0,Overall,Overall,Overall,Connecticut,1.8,637.0,2021-07-03 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,25.0,Overall,Overall,Overall,Connecticut,1.8,635.0,2021-06-26 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,24.0,Overall,Overall,Overall,Connecticut,2.4,634.0,2021-06-19 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,23.0,Overall,Overall,Overall,Connecticut,1.4,631.0,2021-06-12 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,22.0,Overall,Overall,Overall,Connecticut,3.0,630.0,2021-06-05 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,21.0,Overall,Overall,Overall,Connecticut,4.2,627.0,2021-05-29 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,20.0,Overall,Overall,Overall,Connecticut,3.8,623.0,2021-05-22 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,19.0,Overall,Overall,Overall,Connecticut,4.7,619.0,2021-05-15 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,18.0,Overall,Overall,Overall,Connecticut,10.3,614.0,2021-05-08 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,17.0,Overall,Overall,Overall,Connecticut,11.1,604.0,2021-05-01 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,16.0,Overall,Overall,Overall,Connecticut,14.8,593.0,2021-04-24 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,15.0,Overall,Overall,Overall,Connecticut,16.1,578.0,2021-04-17 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,14.0,Overall,Overall,Overall,Connecticut,21.1,562.0,2021-04-10 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,13.0,Overall,Overall,Overall,Connecticut,17.9,541.0,2021-04-03 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,12.0,Overall,Overall,Overall,Connecticut,18.2,523.0,2021-03-27 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,11.0,Overall,Overall,Overall,Connecticut,16.3,505.0,2021-03-20 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,10.0,Overall,Overall,Overall,Connecticut,16.5,488.0,2021-03-13 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,9.0,Overall,Overall,Overall,Connecticut,14.3,472.0,2021-03-06 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,8.0,Overall,Overall,Overall,Connecticut,11.6,458.0,2021-02-27 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,7.0,Overall,Overall,Overall,Connecticut,13.9,446.0,2021-02-20 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,6.0,Overall,Overall,Overall,Connecticut,16.7,432.0,2021-02-13 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,5.0,Overall,Overall,Overall,Connecticut,22.4,415.0,2021-02-06 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,4.0,Overall,Overall,Overall,Connecticut,21.6,393.0,2021-01-30 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,3.0,Overall,Overall,Overall,Connecticut,24.1,371.0,2021-01-23 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,2.0,Overall,Overall,Overall,Connecticut,29.5,347.0,2021-01-16 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,1.0,Overall,Overall,Overall,Connecticut,24.6,318.0,2021-01-09 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,53.0,Overall,Overall,Overall,Connecticut,27.0,293.0,2021-01-02 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,52.0,Overall,Overall,Overall,Connecticut,33.1,266.0,2020-12-26 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,51.0,Overall,Overall,Overall,Connecticut,30.0,233.0,2020-12-19 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,50.0,Overall,Overall,Overall,Connecticut,35.9,203.0,2020-12-12 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,49.0,Overall,Overall,Overall,Connecticut,33.6,167.0,2020-12-05 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,48.0,Overall,Overall,Overall,Connecticut,30.6,134.0,2020-11-28 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,47.0,Overall,Overall,Overall,Connecticut,29.8,103.0,2020-11-21 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,46.0,Overall,Overall,Overall,Connecticut,27.9,73.0,2020-11-14 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,45.0,Overall,Overall,Overall,Connecticut,15.9,45.0,2020-11-07 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,44.0,Overall,Overall,Overall,Connecticut,11.8,29.0,2020-10-31 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,43.0,Overall,Overall,Overall,Connecticut,5.9,18.0,2020-10-24 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,42.0,Overall,Overall,Overall,Connecticut,4.3,12.0,2020-10-17 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,41.0,Overall,Overall,Overall,Connecticut,4.0,7.0,2020-10-10 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,40.0,Overall,Overall,Overall,Connecticut,3.2,3.0,2020-10-03 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,39.0,Overall,Overall,Overall,Colorado,9.4,521.0,2021-10-02 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,38.0,Overall,Overall,Overall,Colorado,9.6,512.0,2021-09-25 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,37.0,Overall,Overall,Overall,Colorado,9.9,502.0,2021-09-18 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,36.0,Overall,Overall,Overall,Colorado,10.6,492.0,2021-09-11 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,35.0,Overall,Overall,Overall,Colorado,11.7,482.0,2021-09-04 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,34.0,Overall,Overall,Overall,Colorado,10.7,470.0,2021-08-28 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,33.0,Overall,Overall,Overall,Colorado,9.1,459.0,2021-08-21 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,32.0,Overall,Overall,Overall,Colorado,7.6,450.0,2021-08-14 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,31.0,Overall,Overall,Overall,Colorado,6.0,443.0,2021-08-07 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,30.0,Overall,Overall,Overall,Colorado,4.6,437.0,2021-07-31 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,29.0,Overall,Overall,Overall,Colorado,3.3,432.0,2021-07-24 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,28.0,Overall,Overall,Overall,Colorado,2.8,429.0,2021-07-17 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,27.0,Overall,Overall,Overall,Colorado,2.5,426.0,2021-07-10 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,26.0,Overall,Overall,Overall,Colorado,2.8,424.0,2021-07-03 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,25.0,Overall,Overall,Overall,Colorado,2.6,421.0,2021-06-26 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,24.0,Overall,Overall,Overall,Colorado,2.5,418.0,2021-06-19 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,23.0,Overall,Overall,Overall,Colorado,3.2,416.0,2021-06-12 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,22.0,Overall,Overall,Overall,Colorado,4.4,412.0,2021-06-05 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,21.0,Overall,Overall,Overall,Colorado,6.1,408.0,2021-05-29 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,20.0,Overall,Overall,Overall,Colorado,8.3,402.0,2021-05-22 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,19.0,Overall,Overall,Overall,Colorado,8.9,394.0,2021-05-15 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,18.0,Overall,Overall,Overall,Colorado,11.9,385.0,2021-05-08 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,17.0,Overall,Overall,Overall,Colorado,11.8,373.0,2021-05-01 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,16.0,Overall,Overall,Overall,Colorado,10.6,361.0,2021-04-24 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,15.0,Overall,Overall,Overall,Colorado,10.2,350.0,2021-04-17 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,14.0,Overall,Overall,Overall,Colorado,8.8,340.0,2021-04-10 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,13.0,Overall,Overall,Overall,Colorado,6.8,332.0,2021-04-03 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,12.0,Overall,Overall,Overall,Colorado,6.4,325.0,2021-03-27 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,11.0,Overall,Overall,Overall,Colorado,5.5,318.0,2021-03-20 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,10.0,Overall,Overall,Overall,Colorado,5.2,313.0,2021-03-13 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,9.0,Overall,Overall,Overall,Colorado,5.3,308.0,2021-03-06 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,8.0,Overall,Overall,Overall,Colorado,6.2,302.0,2021-02-27 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,7.0,Overall,Overall,Overall,Colorado,6.7,296.0,2021-02-20 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,6.0,Overall,Overall,Overall,Colorado,6.1,290.0,2021-02-13 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,5.0,Overall,Overall,Overall,Colorado,7.6,283.0,2021-02-06 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,4.0,Overall,Overall,Overall,Colorado,8.9,276.0,2021-01-30 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,3.0,Overall,Overall,Overall,Colorado,9.5,267.0,2021-01-23 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,2.0,Overall,Overall,Overall,Colorado,11.3,257.0,2021-01-16 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,1.0,Overall,Overall,Overall,Colorado,12.3,246.0,2021-01-09 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,53.0,Overall,Overall,Overall,Colorado,12.4,234.0,2021-01-02 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,52.0,Overall,Overall,Overall,Colorado,13.6,221.0,2020-12-26 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,51.0,Overall,Overall,Overall,Colorado,15.7,208.0,2020-12-19 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,50.0,Overall,Overall,Overall,Colorado,20.0,192.0,2020-12-12 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,49.0,Overall,Overall,Overall,Colorado,23.8,172.0,2020-12-05 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,48.0,Overall,Overall,Overall,Colorado,25.1,148.0,2020-11-28 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,47.0,Overall,Overall,Overall,Colorado,27.4,123.0,2020-11-21 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,46.0,Overall,Overall,Overall,Colorado,28.0,96.0,2020-11-14 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,45.0,Overall,Overall,Overall,Colorado,21.2,68.0,2020-11-07 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,44.0,Overall,Overall,Overall,Colorado,14.9,47.0,2020-10-31 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,43.0,Overall,Overall,Overall,Colorado,11.4,32.0,2020-10-24 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,42.0,Overall,Overall,Overall,Colorado,8.4,20.0,2020-10-17 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,41.0,Overall,Overall,Overall,Colorado,6.9,12.0,2020-10-10 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2020.0,40.0,Overall,Overall,Overall,Colorado,4.9,5.0,2020-10-03 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,39.0,Overall,Overall,Overall,California,3.6,366.0,2021-10-02 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,38.0,Overall,Overall,Overall,California,4.7,363.0,2021-09-25 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,37.0,Overall,Overall,Overall,California,5.3,358.0,2021-09-18 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,36.0,Overall,Overall,Overall,California,6.2,353.0,2021-09-11 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,35.0,Overall,Overall,Overall,California,8.7,347.0,2021-09-04 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,34.0,Overall,Overall,Overall,California,11.1,338.0,2021-08-28 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,33.0,Overall,Overall,Overall,California,12.1,327.0,2021-08-21 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,32.0,Overall,Overall,Overall,California,11.1,315.0,2021-08-14 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,31.0,Overall,Overall,Overall,California,11.8,304.0,2021-08-07 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,30.0,Overall,Overall,Overall,California,10.6,292.0,2021-07-31 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,29.0,Overall,Overall,Overall,California,7.4,281.0,2021-07-24 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,28.0,Overall,Overall,Overall,California,4.8,274.0,2021-07-17 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,27.0,Overall,Overall,Overall,California,3.4,269.0,2021-07-10 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,26.0,Overall,Overall,Overall,California,2.5,266.0,2021-07-03 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,25.0,Overall,Overall,Overall,California,2.1,263.0,2021-06-26 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,24.0,Overall,Overall,Overall,California,1.7,261.0,2021-06-19 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,23.0,Overall,Overall,Overall,California,1.5,259.0,2021-06-12 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,22.0,Overall,Overall,Overall,California,1.5,258.0,2021-06-05 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,21.0,Overall,Overall,Overall,California,1.5,256.0,2021-05-29 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,20.0,Overall,Overall,Overall,California,2.1,255.0,2021-05-22 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,19.0,Overall,Overall,Overall,California,2.4,253.0,2021-05-15 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,18.0,Overall,Overall,Overall,California,2.8,250.0,2021-05-08 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,17.0,Overall,Overall,Overall,California,3.2,248.0,2021-05-01 00:00:00,Unadjusted Rate
COVID-NET,2020-21,2021.0,16.0,Overall,Overall,Overall,California,2.9,244.0,2021-04-24 00:00:00,Unadjusted Rate
