Current_season,Month,Previous_flu_Season,Jurisdiction,2024_25_estimate,Previous_Estimate,Difference_in_season_estimate,Numerator,Previous_season_numerator,Population,Age_group_label,Difference_indicator,Child_or_adult
2024-25,SEP,2023-24,Mississippi,0.0169,0.0207,-0.0038,904,"1,109",53615.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Montana,0.0226,0.0307,-0.0081,387,525,17119.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,North Carolina,0.1001,0.0949,0.0052,"17,873","16,938",178554.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,North Dakota,0.0847,0.086,-0.0012,"1,319","1,338",15564.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,6-23 months,Not Available,Child
2024-25,SEP,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,6-23 months,Not Available,Child
2024-25,SEP,2023-24,New Jersey,0.1271,0.1378,-0.0106,"19,215","20,824",151155,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,New Mexico,0.0138,0.0248,-0.011,475,854,34451,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Nevada,0.0494,0.0585,-0.0092,"2,671","3,167",54115,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,New York,0.0825,0.0931,-0.0106,"14,389","16,237",174496,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Ohio,0.0822,0.0738,0.0084,"16,458","14,780",200231,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Oklahoma,0.0328,0.037,-0.0041,"2,424","2,728",73805.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Oregon,0.0768,0.078,-0.0012,"4,872","4,947",63424,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Pennsylvania,0.1099,0.1204,-0.0105,"18,861","20,666",171599,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Philadelphia,0.1167,0.1481,-0.0315,"3,502","4,446",30010.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Puerto Rico,0.0134,0.0174,-0.004,502,650,37396.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,6-23 months,Not Available,Child
2024-25,SEP,2023-24,Republic of Palau,0,0,0,0,0,355.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,6-23 months,Not Available,Child
2024-25,SEP,2023-24,South Dakota,0.045,0.051,-0.006,796,903,17706,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Houston,,,,Not Submitted,Not Submitted,,6-23 months,Not Available,Child
2024-25,SEP,2023-24,Tennessee,0.0632,0.0617,0.0015,"7,612","7,431",120410.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Texas,0.0671,0.0683,-0.0012,"38,286","38,949",570423.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Utah,0.0814,0.0923,-0.011,"5,778","6,557",71006.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Virginia,,,,Not Submitted,Not Submitted,,6-23 months,Not Available,Child
2024-25,SEP,2023-24,U.S. Virgin Islands ,0.0067,0,0.0067,13,0,1951,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Vermont,0.1007,0.0978,0.0029,829,805,8232,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Washington,0.0845,0.0974,-0.013,"11,004","12,692",130262.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Wisconsin,0.089,0.0908,-0.0018,"8,493","8,669",95451.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,West Virginia,0.0245,0.0323,-0.0078,651,858,26572.5,6-23 months,Within 5 percentage points,Child
2024-25,SEP,2023-24,Wyoming,0.0096,0.0135,-0.0039,91,128,9510.5,6-23 months,Within 5 percentage points,Child
2024-25,JAN,2023-24,Alaska,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,Alabama,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,Arkansas,0.2174,0.2384,-0.021,"654,866","718,223",3012504.5,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,American Samoa,0.1162,0.135,-0.0188,"5,459","6,341",46976.5,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Arizona,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,New York City,0.224,0.2239,0.0002,"1,836,985","1,835,691",8200096,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,California,0.2677,0.2764,-0.0087,"10,480,513","10,821,024",39144646,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Chicago,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,Colorado,0.3022,0.319,-0.0168,"1,745,473","1,842,698",5776181,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Connecticut,0.3533,0.3803,-0.027,"1,250,653","1,346,264",3539890,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,District of Columbia,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,Delaware,0.3106,0.3525,-0.0419,"304,893","346,027",981560.5,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Florida,0.19,0.2015,-0.0114,"4,109,422","4,356,148",21623533,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Federated States of Micronesia,0.0917,0.0692,0.0225,"9,293","7,010",101371,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Georgia,0.2019,0,0.2019,"2,149,583",0,10647521,Overall,Higher by 5 percentage points or greater,All
2024-25,JAN,2023-24,Guam,0.0856,0.079,0.0066,"14,288","13,190",166917,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,Iowa,0.3103,0.258,0.0523,"975,956","811,387",3145074,Overall,Higher by 5 percentage points or greater,All
2024-25,JAN,2023-24,Idaho,0.2112,0.2287,-0.0174,"383,614","415,292",1816139.5,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Illinois,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,Indiana,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,Kansas,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,Kentucky,0.2252,0.25,-0.0248,"1,002,258","1,112,853",4450995.5,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Louisiana,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,Maryland,0.3089,0.3106,-0.0018,"1,859,601","1,870,403",6021010.5,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Maine,0.3983,0.4061,-0.0078,"535,320","545,796",1344005,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Marshall Islands,0.0611,0.0487,0.0124,"4,699","3,742",76871,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Michigan,0.2641,0.2737,-0.0096,"2,617,840","2,712,911",9912630.5,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Minnesota,0.3292,0.3454,-0.0162,"1,851,589","1,942,556",5624147,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Missouri,0.2341,0.259,-0.0249,"1,431,899","1,583,947",6115723.5,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,N. Mariana Islands,0.2052,0.1835,0.0217,"10,561","9,442",51467.5,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Mississippi,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,Montana,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,North Carolina,0.2192,0.2128,0.0064,"2,310,448","2,242,760",10541669,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,North Dakota,0.2747,0.3008,-0.0261,"208,779","228,642",760079.5,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,New Jersey,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,New Mexico,0.2484,0.269,-0.0205,"520,471","563,518",2095031,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Nevada,0.1902,0.2135,-0.0234,"593,389","666,359",3120407,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,New York,0.2431,0.2646,-0.0215,"2,680,687","2,917,915",11026194,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Ohio,0.2513,0.2593,-0.008,"2,921,779","3,014,542",11627059,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Oklahoma,0.172,0.1837,-0.0117,"680,552","726,994",3956445.5,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Oregon,0.2928,0.2972,-0.0044,"1,235,664","1,254,411",4220498,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Pennsylvania,0.283,0.2858,-0.0027,"3,155,427","3,186,027",11148453,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Philadelphia,0.2196,0.335,-0.1154,"344,453","525,430",1568273.5,Overall,Lower by 5 percentage points or greater,All
2024-25,JAN,2023-24,Puerto Rico,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,Republic of Palau,0.0091,0.0303,-0.0212,195,648,21412.5,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,South Dakota,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,Houston,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,Tennessee,0.2141,0.2224,-0.0084,"1,465,655","1,522,957",6846888.5,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Texas,0.1114,0.1164,-0.005,"3,250,696","3,395,988",29172250,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Utah,0.2597,0.265,-0.0053,"837,828","854,824",3226163.5,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Virginia,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,U.S. Virgin Islands ,0.0221,0.021,0.0011,"2,334","2,221",105648,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Vermont,0.3452,0.3707,-0.0255,"214,230","230,060",620682,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Washington,0.2882,0.3016,-0.0134,"2,204,706","2,307,417",7650371.5,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,Wisconsin,0.3332,0.3447,-0.0114,"1,933,151","1,999,471",5801275.5,Overall,Within 5 percentage points,All
2024-25,JAN,2023-24,West Virginia,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,JAN,2023-24,Wyoming,,,,Not Submitted,Not Submitted,,Overall,Not Available,All
2024-25,NOV,2023-24,Alaska,0.1013,0.1056,-0.0043,"4,811","5,013",47492,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Alabama,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,NOV,2023-24,Arkansas,0.1253,0.1412,-0.0159,"25,213","28,409",201249,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,American Samoa,0.1171,0.1599,-0.0428,556,759,4748,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Arizona,0.1009,0.1117,-0.0108,"48,380","53,541",479456,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,New York City,0.233,0.2328,0.0002,"101,665","101,582",436260,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,California,0.1438,0.1598,-0.016,"362,657","403,036",2522821,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Chicago,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,NOV,2023-24,Colorado,0.1852,0.1959,-0.0107,"67,709","71,609",365609,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Connecticut,0.2326,0.2507,-0.0181,"51,707","55,720",222285,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,District of Columbia,0.1774,0.1849,-0.0075,"4,777","4,979",26925,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Delaware,0.1903,0.2178,-0.0275,"11,173","12,786",58703,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Florida,0.0922,0.1038,-0.0116,"112,367","126,545",1219345,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Federated States of Micronesia,0.0425,0.0609,-0.0184,441,632,10382,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Georgia,0.1109,0,0.1109,"81,534",0,735062,13-17 years,Higher by 5 percentage points or greater,Child
2024-25,NOV,2023-24,Guam,0.0677,0.0418,0.0259,932,576,13771,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,NOV,2023-24,Iowa,0.1614,0.1706,-0.0092,"33,647","35,571",208457,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Idaho,0.1022,0.1123,-0.0101,"13,629","14,969",133291,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Illinois,0.1445,0.1524,-0.0079,"117,987","124,396",816314,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Indiana,0.1191,0.1211,-0.0019,"53,817","54,697",451792,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Kansas,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,NOV,2023-24,Kentucky,0.1096,0.1252,-0.0155,"31,376","35,817",286150,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Louisiana,0.0815,0.0845,-0.003,"24,590","25,505",301827,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,NOV,2023-24,Maryland,0.2086,0.2077,0.0009,"78,850","78,506",378031,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Maine,0.3074,0.3147,-0.0073,"23,076","23,622",75066,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Marshall Islands,0.0344,0.02,0.0144,280,163,8151,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Michigan,0.1182,0.1027,0.0155,"73,822","64,140",624694,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Minnesota,0.1701,0.1819,-0.0118,"63,147","67,530",371308,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Missouri,0.1153,0.129,-0.0137,"45,305","50,682",393013,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,N. Mariana Islands,0.2582,0.0827,0.1756,"1,315",421,5092,13-17 years,Higher by 5 percentage points or greater,Child
2024-25,NOV,2023-24,Mississippi,0.0435,0.0476,-0.0042,"8,860","9,711",203909,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Montana,0.0883,0.0908,-0.0025,"5,786","5,950",65539,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,North Carolina,0.1495,0.1475,0.002,"100,382","99,066",671415,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,North Dakota,0.181,0.1935,-0.0125,"8,477","9,060",46827,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,NOV,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,NOV,2023-24,New Jersey,0.1853,0.1929,-0.0076,"104,254","108,535",562524,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,New Mexico,0.1162,0.131,-0.0148,"16,215","18,279",139564,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Nevada,0.0937,0.1036,-0.0099,"18,556","20,512",198053,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,New York,0.1797,0.1983,-0.0186,"121,896","134,534",678480,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Ohio,0.1287,0.1294,-0.0007,"95,528","96,029",742187,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Oklahoma,0.0864,0.0934,-0.0071,"23,206","25,110",268724,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Oregon,0.1493,0.1547,-0.0053,"37,134","38,464",248705,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Pennsylvania,0.1712,0.1817,-0.0104,"115,859","122,925",676599,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Philadelphia,0.1598,0.2641,-0.1042,"13,822","22,833",86470,13-17 years,Lower by 5 percentage points or greater,Child
2024-25,NOV,2023-24,Puerto Rico,0.0351,0.06,-0.0248,"6,574","11,215",187055,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,NOV,2023-24,Republic of Palau,0,0,0,0,0,1763,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,NOV,2023-24,South Dakota,0.1705,0.1779,-0.0074,"10,203","10,647",59835,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Houston,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,NOV,2023-24,Tennessee,0.1068,0.1118,-0.005,"46,295","48,444",433368,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Texas,0.0874,0.0815,0.0059,"184,545","172,105",2110766,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Utah,0.1365,0.1457,-0.0092,"36,637","39,099",268337,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Virginia,,,,Not Submitted,Not Submitted,,13-17 years,Not Available,Child
2024-25,NOV,2023-24,U.S. Virgin Islands ,0.0098,0.015,-0.0052,62,95,6338,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Vermont,0.2114,0.2201,-0.0087,"7,279","7,578",34429,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Washington,0.1597,0.172,-0.0123,"73,546","79,220",460572,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Wisconsin,0.1724,0.1731,-0.0007,"63,939","64,184",370797,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,West Virginia,0.0899,0.0945,-0.0046,"9,377","9,853",104247,13-17 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Wyoming,0.0747,0.082,-0.0073,"2,890","3,171",38687,13-17 years,Within 5 percentage points,Child
2024-25,JUL,2022-23,Alaska,0,0,7.4723e-06,6,5,133827,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Alabama,0.0002,0.0001,0,149,113,962974,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Arkansas,0,0.0001,-0,23,36,564552,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,American Samoa,0,0,0,0,0,7639,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Arizona,0.0001,0.0001,0,192,177,1321503,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,New York City,0,0.0001,-0,74,95,1498072,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,California,0.0002,0.0001,0,"1,116",909,7220373,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Chicago,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2022-23,Colorado,0.0001,0.0001,-0.0001,82,154,1053369,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Connecticut,0,0,-0,19,30,758237,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,District of Columbia,0.0001,0.0001,9.4869e-06,8,7,105409,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Delaware,0,0,9.9354e-06,6,4,201301,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Florida,0.0009,0.0003,0.0006,"3,768","1,126",4311636,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Federated States of Micronesia,0,0,0,0,0,12246,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Georgia,0,0,0,0,0,2015461,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Guam,0,0,0,0,0,27742,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Hawaii,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2022-23,Iowa,0,8.4255e-06,0,21,5,593437,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Idaho,0.0001,0,0.0001,31,8,322101,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Illinois,0.0001,0.0001,0,171,132,2427133,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Indiana,0.0001,0.0001,-0,91,121,1278598,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Kansas,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2022-23,Kentucky,0.0001,0.0001,-0,56,72,875398,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Louisiana,0.0001,0,0.0001,95,27,873539,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Massachusetts,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2022-23,Maryland,0.0001,0.0001,-9.8163e-06,109,121,1222456,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Maine,0.0159,0.0393,-0.0234,"4,767","11,797",300529,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Marshall Islands,0,0,0,0,0,7700,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Michigan,0,0,0,46,25,2020773,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Minnesota,0.0001,0,0.0001,93,21,1091861,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Missouri,0,0,-0,38,55,1190710,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,N. Mariana Islands,0,0,0,0,0,12020,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Mississippi,0.0001,0,0.0001,51,11,561642,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Montana,0,0,9.655e-06,5,3,207146,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,North Carolina,0.0003,0,0.0003,667,61,2056433,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,North Dakota,7.6439e-06,7.6439e-06,0,1,1,130824,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Nebraska,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2022-23,New Hampshire,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2022-23,New Jersey,0.0001,0,0.0001,151,50,1829219,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,New Mexico,0.0001,0,7.7552e-06,21,18,386838,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Nevada,0.0003,0.0001,0.0002,163,36,587166,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,New York,0,0,8.5572e-06,82,62,2337214,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Ohio,0,0.0001,-0,56,169,2314476,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Oklahoma,0.0001,0,4.2081e-06,38,35,712915,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Oregon,6.3698e-06,0,-0,5,22,784957,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Pennsylvania,0,0,-8.9917e-06,65,86,2335478,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Philadelphia,0,0.0001,-0.0001,12,26,270072,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Puerto Rico,0.0001,0.0001,0,60,50,640160,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Rhode Island,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2022-23,Republic of Palau,0,0,0,0,0,4023,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,South Carolina,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2022-23,South Dakota,0,0.0001,-0,5,9,164468,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Houston,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2022-23,Tennessee,0.0002,0.0001,0.0001,281,139,1335281,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Texas,0.0001,0,0.0001,611,221,5025173,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Utah,0,0,-0,13,18,460217,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Virginia,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,JUL,2022-23,U.S. Virgin Islands ,0,0,0,0,0,22448,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Vermont,0,0.0001,-0.0001,2,11,133652,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Washington,0,0,-0,32,64,1415568,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Wisconsin,0,0,-0,13,27,1184308,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,West Virginia,0.0001,0.0001,0,32,26,364081,50-64 years,Within 5 percentage points,Adult
2024-25,JUL,2022-23,Wyoming,0,0,0,4,2,108898,50-64 years,Within 5 percentage points,Adult
2024-25,OCT,2022-23,Alaska,0.0842,0.0737,0.0105,"2,566","2,247",30474,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Alabama,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2022-23,Arkansas,0.0823,0.0956,-0.0133,"9,366","10,883",113842,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,American Samoa,0.1223,0.2446,-0.1223,319,638,2608,2-4 years,Lower by 5 percentage points or greater,Child
2024-25,OCT,2022-23,Arizona,0.092,0.1079,-0.0158,"23,965","28,087",260352,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,New York City,0.225,0.2235,0.0015,"67,962","67,512",302005,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,California,0.1108,0.1251,-0.0143,"156,768","176,986",1414649,2-4 years,Within 5 percentage points,Child
2024-25,OCT,2022-23,Chicago,,,,Not Submitted,Not Submitted,,2-4 years,Not Available,Child
2024-25,OCT,2022-23,Colorado,0.1935,0.2081,-0.0147,"38,396","41,305",198442,2-4 years,Within 5 percentage points,Child
