COVID-19_Season,Week_ID,Current_Season_Week_Ending_Label,MMWR_Week_Order,MMWR_Year,MMWR_Week,MMWR_Day,Setting,Doses,Cumulative_Doses,Location_and_Flu_Season_Order,Current_Through,Age_Group,current_season,Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend,Child or adult,Week Ending,Enrollment Date,As of date,Race and ethnicity,comparison_type,week_ending,current_season_week_ending_label,comparison_group_1,comparison_group_2,comparison_group1_point_estimate,comparison_group2_point_estimate,estimate_difference,difference_estimate_lower_95_ci,difference_estimate_upper_95_ci,significant_at_95_pct,comparison_group_1_sort_order,comparison_group_2_sort_order
,,,,,,,,,,,,,2023-24,JAN,300.0,12020.0,N. Mariana Islands,0.025,50-64 years,"2023-24, N. Mariana Islands: 50-64 years",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,311.0,20301.0,N. Mariana Islands,0.0153,18-49 years,"2023-24, N. Mariana Islands: 18-49 years",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,353.0,85458.0,Alabama,0.0041,6-23 months,"2023-24, Alabama: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,361.0,20478.0,U.S. Virgin Islands ,0.0176,65+ years,"2023-24, U.S. Virgin Islands : 65+ years",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,385.0,29524.0,Wyoming,0.013,5-8 years,"2023-24, Wyoming: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,390.0,86184.0,Louisiana,0.0045,6-23 months,"2023-24, Louisiana: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,435.0,149649.0,Mississippi,0.0029,5-8 years,"2023-24, Mississippi: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,445.0,54115.0,Nevada,0.0082,6-23 months,"2023-24, Nevada: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,451.0,15908.5,Delaware,0.0283,6-23 months,"2023-24, Delaware: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,470.0,54432.5,Arkansas,0.0086,6-23 months,"2023-24, Arkansas: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,488.0,31095.0,Wyoming,0.0157,9-12 years,"2023-24, Wyoming: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,501.0,114544.0,Guam,0.0044,18+ years,"2023-24, Guam: 18+ years",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,519.0,166917.0,Guam,0.0031,Overall,"2023-24, Guam: Overall",All,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,534.0,178339.0,Alabama,0.003,2-4 years,"2023-24, Alabama: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,547.0,79949.0,West Virginia,0.0068,5-8 years,"2023-24, West Virginia: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,558.0,17119.5,Montana,0.0326,6-23 months,"2023-24, Montana: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,571.0,81507.0,U.S. Virgin Islands ,0.007,18+ years,"2023-24, U.S. Virgin Islands : 18+ years",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,583.0,105648.0,U.S. Virgin Islands ,0.0055,Overall,"2023-24, U.S. Virgin Islands : Overall",All,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,587.0,187055.0,Puerto Rico,0.0031,13-17 years,"2023-24, Puerto Rico: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,612.0,32606.5,Idaho,0.0188,6-23 months,"2023-24, Idaho: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,618.0,24550.0,Hawaii,0.0252,6-23 months,"2023-24, Hawaii: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,623.0,14422.0,Alaska,0.0432,6-23 months,"2023-24, Alaska: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,637.0,181154.0,Louisiana,0.0035,2-4 years,"2023-24, Louisiana: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,638.0,33304.0,Delaware,0.0192,2-4 years,"2023-24, Delaware: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,662.0,17706.0,South Dakota,0.0374,6-23 months,"2023-24, South Dakota: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,690.0,73805.5,Oklahoma,0.0093,6-23 months,"2023-24, Oklahoma: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,710.0,157912.0,Mississippi,0.0045,9-12 years,"2023-24, Mississippi: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,724.0,15564.5,North Dakota,0.0465,6-23 months,"2023-24, North Dakota: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,736.0,38687.0,Wyoming,0.019,13-17 years,"2023-24, Wyoming: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,736.0,113842.0,Arkansas,0.0065,2-4 years,"2023-24, Arkansas: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,748.0,80919.0,West Virginia,0.0092,9-12 years,"2023-24, West Virginia: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,818.0,36075.0,N. Mariana Islands,0.0227,18+ years,"2023-24, N. Mariana Islands: 18+ years",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,836.0,30474.0,Alaska,0.0274,2-4 years,"2023-24, Alaska: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,926.0,70468.0,Idaho,0.0131,2-4 years,"2023-24, Idaho: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,940.0,112689.0,Nevada,0.0083,2-4 years,"2023-24, Nevada: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,957.0,36853.0,South Dakota,0.026,2-4 years,"2023-24, South Dakota: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,968.0,51368.0,Hawaii,0.0188,2-4 years,"2023-24, Hawaii: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,976.0,51467.5,N. Mariana Islands,0.019,Overall,"2023-24, N. Mariana Islands: Overall",All,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1012.0,37112.0,Montana,0.0273,2-4 years,"2023-24, Montana: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1020.0,32285.0,North Dakota,0.0316,2-4 years,"2023-24, North Dakota: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1056.0,239102.0,Alabama,0.0044,5-8 years,"2023-24, Alabama: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1121.0,155373.0,Oklahoma,0.0072,2-4 years,"2023-24, Oklahoma: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1150.0,553690.5,Puerto Rico,0.0021,6 months to 17 years,"2023-24, Puerto Rico: 6 months to 17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1178.0,242051.0,Louisiana,0.0049,5-8 years,"2023-24, Louisiana: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1230.0,45161.0,Delaware,0.0272,5-8 years,"2023-24, Delaware: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1281.0,154434.0,Arkansas,0.0083,5-8 years,"2023-24, Arkansas: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1288.0,203909.0,Mississippi,0.0063,13-17 years,"2023-24, Mississippi: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1297.0,41226.0,Alaska,0.0315,5-8 years,"2023-24, Alaska: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1357.0,104247.0,West Virginia,0.013,13-17 years,"2023-24, West Virginia: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1450.0,241497.0,Louisiana,0.006,9-12 years,"2023-24, Louisiana: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1486.0,40264.0,Alaska,0.0369,9-12 years,"2023-24, Alaska: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1495.0,42112.0,North Dakota,0.0355,5-8 years,"2023-24, North Dakota: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1512.0,49273.0,South Dakota,0.0307,5-8 years,"2023-24, South Dakota: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1531.0,245322.0,Alabama,0.0062,9-12 years,"2023-24, Alabama: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1534.0,46331.0,Delaware,0.0331,9-12 years,"2023-24, Delaware: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1558.0,332603.0,Florida,0.0047,6-23 months,"2023-24, Florida: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1603.0,8232.0,Vermont,0.1947,6-23 months,"2023-24, Vermont: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1610.0,39611.0,North Dakota,0.0406,9-12 years,"2023-24, North Dakota: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1616.0,79533.5,Kentucky,0.0203,6-23 months,"2023-24, Kentucky: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1644.0,34451.0,New Mexico,0.0477,6-23 months,"2023-24, New Mexico: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1663.0,51927.0,Montana,0.032,5-8 years,"2023-24, Montana: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1671.0,99629.0,Idaho,0.0168,5-8 years,"2023-24, Idaho: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1737.0,48907.0,South Dakota,0.0355,9-12 years,"2023-24, South Dakota: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1746.0,157739.0,Arkansas,0.0111,9-12 years,"2023-24, Arkansas: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1823.0,70041.0,Hawaii,0.026,5-8 years,"2023-24, Hawaii: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1845.0,52303.0,Montana,0.0353,9-12 years,"2023-24, Montana: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1875.0,129929.5,Wyoming,0.0144,6 months to 17 years,"2023-24, Wyoming: 6 months to 17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1876.0,47492.0,Alaska,0.0395,13-17 years,"2023-24, Alaska: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1914.0,46827.0,North Dakota,0.0409,13-17 years,"2023-24, North Dakota: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1927.0,18790.0,Maine,0.1026,6-23 months,"2023-24, Maine: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1971.0,120410.5,Tennessee,0.0164,6-23 months,"2023-24, Tennessee: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,1987.0,155213.0,Nevada,0.0128,5-8 years,"2023-24, Nevada: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2082.0,13527.5,District of Columbia,0.1539,6-23 months,"2023-24, District of Columbia: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2168.0,215130.0,Oklahoma,0.0101,5-8 years,"2023-24, Oklahoma: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2206.0,65309.0,Hawaii,0.0338,9-12 years,"2023-24, Hawaii: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2211.0,59835.0,South Dakota,0.037,13-17 years,"2023-24, South Dakota: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2216.0,104275.0,Idaho,0.0213,9-12 years,"2023-24, Idaho: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2287.0,65539.0,Montana,0.0349,13-17 years,"2023-24, Montana: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2346.0,164299.0,Kentucky,0.0143,2-4 years,"2023-24, Kentucky: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2352.0,301827.0,Louisiana,0.0078,13-17 years,"2023-24, Louisiana: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2381.0,30010.5,Philadelphia,0.0793,6-23 months,"2023-24, Philadelphia: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2459.0,55916.0,Iowa,0.044,6-23 months,"2023-24, Iowa: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2509.0,72986.0,New Mexico,0.0344,2-4 years,"2023-24, New Mexico: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2618.0,26925.0,District of Columbia,0.0972,13-17 years,"2023-24, District of Columbia: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2686.0,59557.0,Philadelphia,0.0451,2-4 years,"2023-24, Philadelphia: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2713.0,73520.0,Philadelphia,0.0369,9-12 years,"2023-24, Philadelphia: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2718.0,17361.0,Vermont,0.1566,2-4 years,"2023-24, Vermont: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2740.0,159658.0,Nevada,0.0172,9-12 years,"2023-24, Nevada: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2758.0,216150.0,Oklahoma,0.0128,9-12 years,"2023-24, Oklahoma: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2780.0,38454.0,Maine,0.0723,2-4 years,"2023-24, Maine: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2819.0,675423.5,Mississippi,0.0042,6 months to 17 years,"2023-24, Mississippi: 6 months to 17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2823.0,58703.0,Delaware,0.0481,13-17 years,"2023-24, Delaware: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2832.0,247042.0,Tennessee,0.0115,2-4 years,"2023-24, Tennessee: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2955.0,188755.5,Georgia,0.0157,6-23 months,"2023-24, Georgia: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,2986.0,71006.5,Utah,0.0421,6-23 months,"2023-24, Utah: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3047.0,78981.0,Philadelphia,0.0386,5-8 years,"2023-24, Philadelphia: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3047.0,201249.0,Arkansas,0.0151,13-17 years,"2023-24, Arkansas: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3062.0,52209.0,Connecticut,0.0586,6-23 months,"2023-24, Connecticut: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3090.0,26358.0,District of Columbia,0.1172,9-12 years,"2023-24, District of Columbia: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3128.0,347543.5,West Virginia,0.009,6 months to 17 years,"2023-24, West Virginia: 6 months to 17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3145.0,121631.0,Indiana,0.0259,6-23 months,"2023-24, Indiana: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3156.0,310939.0,Alabama,0.0101,13-17 years,"2023-24, Alabama: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3302.0,26160.0,District of Columbia,0.1262,2-4 years,"2023-24, District of Columbia: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3314.0,123698.5,Arizona,0.0268,6-23 months,"2023-24, Arizona: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3546.0,86470.0,Philadelphia,0.041,13-17 years,"2023-24, Philadelphia: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3556.0,133291.0,Idaho,0.0267,13-17 years,"2023-24, Idaho: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3660.0,222571.0,Kentucky,0.0164,5-8 years,"2023-24, Kentucky: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3730.0,24859.0,Vermont,0.15,5-8 years,"2023-24, Vermont: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3782.0,32005.0,District of Columbia,0.1182,5-8 years,"2023-24, District of Columbia: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3803.0,118179.0,Iowa,0.0322,2-4 years,"2023-24, Iowa: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3815.0,108572.5,Missouri,0.0351,6-23 months,"2023-24, Missouri: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3821.0,25620.0,Vermont,0.1491,9-12 years,"2023-24, Vermont: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,3890.0,692623.0,Florida,0.0056,2-4 years,"2023-24, Florida: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,4032.0,76428.0,Hawaii,0.0528,13-17 years,"2023-24, Hawaii: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,4036.0,53773.0,Maine,0.0751,5-8 years,"2023-24, Maine: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,4366.0,55949.0,Maine,0.078,9-12 years,"2023-24, Maine: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,4406.0,104306.0,New Mexico,0.0422,5-8 years,"2023-24, New Mexico: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,4413.0,198053.0,Nevada,0.0223,13-17 years,"2023-24, Nevada: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,4497.0,253562.0,Indiana,0.0177,2-4 years,"2023-24, Indiana: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,4504.0,151155.0,New Jersey,0.0298,6-23 months,"2023-24, New Jersey: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,4548.0,223108.0,Kentucky,0.0204,9-12 years,"2023-24, Kentucky: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,4557.0,147011.0,Utah,0.031,2-4 years,"2023-24, Utah: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,4607.0,333492.0,Tennessee,0.0138,5-8 years,"2023-24, Tennessee: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,4637.0,268724.0,Oklahoma,0.0173,13-17 years,"2023-24, Oklahoma: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,4696.0,396292.0,Georgia,0.0118,2-4 years,"2023-24, Georgia: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,4849.0,34429.0,Vermont,0.1408,13-17 years,"2023-24, Vermont: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,5133.0,260352.0,Arizona,0.0197,2-4 years,"2023-24, Arizona: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,5202.0,110266.0,Connecticut,0.0472,2-4 years,"2023-24, Connecticut: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,5424.0,109896.0,New Mexico,0.0494,9-12 years,"2023-24, New Mexico: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,5509.0,339143.0,Tennessee,0.0162,9-12 years,"2023-24, Tennessee: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,5586.0,223181.0,Missouri,0.025,2-4 years,"2023-24, Missouri: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,5718.0,161075.0,Iowa,0.0355,5-8 years,"2023-24, Iowa: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,5802.0,75066.0,Maine,0.0773,13-17 years,"2023-24, Maine: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,6007.0,1052713.0,Louisiana,0.0057,6 months to 17 years,"2023-24, Louisiana: 6 months to 17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,6118.0,173878.0,Alaska,0.0352,6 months to 17 years,"2023-24, Alaska: 6 months to 17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,6310.0,174496.0,New York State,0.0362,6-23 months,"2023-24, New York (excluding New York City): 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,6435.0,236563.0,Wyoming,0.0272,18-49 years,"2023-24, Wyoming: 18-49 years",Adult,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,6461.0,163445.0,Iowa,0.0395,9-12 years,"2023-24, Iowa: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,6630.0,1059160.0,Alabama,0.0063,6 months to 17 years,"2023-24, Alabama: 6 months to 17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,6662.0,313043.0,New Jersey,0.0213,2-4 years,"2023-24, New Jersey: 2-4 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,6676.0,199407.5,Delaware,0.0335,6 months to 17 years,"2023-24, Delaware: 6 months to 17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,6747.0,178554.5,North Carolina,0.0378,6-23 months,"2023-24, North Carolina: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,6763.0,176399.5,North Dakota,0.0383,6 months to 17 years,"2023-24, North Dakota: 6 months to 17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,6780.0,95451.5,Wisconsin,0.071,6-23 months,"2023-24, Wisconsin: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,7037.0,205956.0,Utah,0.0342,5-8 years,"2023-24, Utah: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,7079.0,212574.0,South Dakota,0.0333,6 months to 17 years,"2023-24, South Dakota: 6 months to 17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,7090.0,200231.0,Ohio,0.0354,6-23 months,"2023-24, Ohio: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,7186.0,153657.0,Connecticut,0.0468,5-8 years,"2023-24, Connecticut: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,7244.0,286150.0,Kentucky,0.0253,13-17 years,"2023-24, Kentucky: 13-17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,7280.0,681696.5,Arkansas,0.0107,6 months to 17 years,"2023-24, Arkansas: 6 months to 17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,7365.0,224000.5,Montana,0.0329,6 months to 17 years,"2023-24, Montana: 6 months to 17 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,7377.0,155850.0,New York City,0.0473,6-23 months,"2023-24, New York City: 6-23 months",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,7454.0,547437.0,Georgia,0.0136,5-8 years,"2023-24, Georgia: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,7640.0,163419.0,Connecticut,0.0468,9-12 years,"2023-24, Connecticut: 9-12 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,7795.0,941363.0,Florida,0.0083,5-8 years,"2023-24, Florida: 5-8 years",Child,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2023-24,JAN,8053.0,347351.0,Indiana,0.0232,5-8 years,"2023-24, Indiana: 5-8 years",Child,,,,,,,,,,,,,,,,,
